p_pass,p_blow,p_neither,med_days_to_resolve,avg_final_pnl,phase,dd,mode,policy,pnl_per_10d
0.72955,0.24955,0.020899999999999974,1.0,480.00193052368166,eval5d,4000,eod,fixed15,
0.76265,0.22045,0.016899999999999943,1.0,592.561800756836,eval5d,4000,eod,fixed20,
0.7335,0.23985,0.02664999999999995,1.0,652.2296531059266,eval5d,4000,eod,cushion/250,
0.6749,0.27755,0.047549999999999926,1.0,614.8194134490967,eval5d,4000,eod,cushion/400,
0.5811,0.2706,0.14830000000000004,2.0,473.5264959600449,eval5d,4000,eod,cushion/600,
0.4796,0.2405,0.2799,3.0,413.23481140322684,eval5d,4000,eod,cushion/1000,
0.0914,0.0592,0.8493999999999999,5.0,171.9078543565035,eval5d,5000,intraday,fixed1,
0.29125,0.2994,0.40935,5.0,267.56145173904895,eval5d,5000,intraday,fixed2,
0.38875,0.4237,0.18755000000000005,3.0,333.767807748127,eval5d,5000,intraday,fixed3,
0.4559,0.47985,0.06425000000000003,2.0,473.901400387764,eval5d,5000,intraday,fixed5,
0.4804,0.49315,0.026450000000000085,2.0,489.48232017469405,eval5d,5000,intraday,fixed8,
0.4799,0.5037,0.01639999999999997,1.0,476.48994251899717,eval5d,5000,intraday,fixed12,
0.4798,0.50525,0.014950000000000019,1.0,496.7102974151611,eval5d,5000,intraday,fixed15,
0.4722,0.51485,0.012950000000000017,1.0,407.8281001861572,eval5d,5000,intraday,fixed20,
0.4794,0.5059,0.014699999999999935,1.0,457.65491173095705,eval5d,5000,intraday,cushion/250,
0.4815,0.49755,0.02094999999999997,1.0,508.0314647781372,eval5d,5000,intraday,cushion/400,
0.4735,0.4801,0.04639999999999994,1.0,486.15149848394395,eval5d,5000,intraday,cushion/600,
0.42285,0.42075,0.15640000000000004,2.0,430.37747466430665,eval5d,5000,intraday,cushion/1000,
0.09435,0.0229,0.8827499999999999,5.0,183.55447658025025,eval5d,5000,eod,fixed1,
0.31605,0.11715,0.5668000000000001,5.0,286.7601884889364,eval5d,5000,eod,fixed2,
0.45845,0.213,0.32855,4.0,300.75725011634825,eval5d,5000,eod,fixed3,
0.6161,0.2503,0.1336,2.0,624.0725449771882,eval5d,5000,eod,fixed5,
0.68675,0.25645,0.05680000000000002,2.0,501.29953809490206,eval5d,5000,eod,fixed8,
0.7183,0.253,0.028699999999999948,1.0,505.977376153183,eval5d,5000,eod,fixed12,
0.737,0.24035,0.022650000000000003,1.0,499.35095645141604,eval5d,5000,eod,fixed15,
0.7678,0.2143,0.01789999999999997,1.0,606.8657011230468,eval5d,5000,eod,fixed20,
0.7684,0.2088,0.022800000000000015,1.0,792.6895330802918,eval5d,5000,eod,cushion/250,
0.6977,0.25875,0.04355000000000003,1.0,494.20066856040955,eval5d,5000,eod,cushion/400,
0.64205,0.24625,0.1117,2.0,434.96608008794783,eval5d,5000,eod,cushion/600,
0.5506,0.216,0.23340000000000002,2.0,504.0259186376572,eval5d,5000,eod,cushion/1000,
0.2184,0.7816,0.0,6.0,305.5150130126953,eval_60d,2500,intraday,fixed1,
0.2342,0.7658,0.0,3.0,292.1631906288147,eval_60d,2500,intraday,fixed2,
0.2216,0.7784,0.0,2.0,184.67448400688173,eval_60d,2500,intraday,fixed3,
0.263,0.737,0.0,1.0,301.00160241088867,eval_60d,2500,intraday,fixed5,
0.268,0.732,0.0,1.0,268.2240018585205,eval_60d,2500,intraday,fixed8,
0.4134,0.5866,0.0,10.0,457.69764801635745,eval_60d,2500,eod,fixed1,
0.4708,0.5292,0.0,4.0,332.5852605957031,eval_60d,2500,eod,fixed2,
0.5108,0.4892,-5.551115123125783e-17,3.0,129.98284609375,eval_60d,2500,eod,fixed3,
0.605,0.395,0.0,2.0,503.0623931030273,eval_60d,2500,eod,fixed5,
0.6524,0.3476,0.0,2.0,377.69294663085935,eval_60d,2500,eod,fixed8,
