date,net_pts,round_trips,net_usd
2017-07-20,-5.170956595851054,1,-258.5478297925527
2017-07-21,-3.5296346463489825,1,-176.48173231744912
2017-07-24,-0.09082908808180581,1,-4.541454404090291
2017-07-25,0.0,0,0.0
2017-07-26,0.0,0,0.0
2017-07-27,-4.2275039882342496,2,-211.3751994117125
2017-07-28,-1.7340127711008537,2,-86.70063855504269
2017-07-31,-0.9314947996092414,1,-46.57473998046207
2017-08-01,0.0,0,0.0
2017-08-02,-1.587769631796138,2,-79.3884815898069
2017-08-03,-9.089862692361217,6,-454.4931346180609
2017-08-04,0.0,0,0.0
2017-08-07,-0.31117565114139867,1,-15.558782557069934
2017-08-08,-6.642621991922812,3,-332.13109959614064
2017-08-09,0.0,0,0.0
2017-08-10,22.183999999999983,1,1109.1999999999991
2017-08-11,-17.537008824411853,7,-876.8504412205926
2017-08-14,1.3140000000000909,1,65.70000000000455
2017-08-15,-3.2439664116288767,1,-162.19832058144382
2017-08-16,0.0,0,0.0
2017-08-17,31.08889603847662,1,1554.444801923831
2017-08-18,-22.22049795018409,5,-1111.0248975092045
2017-08-21,-2.7560000000000726,1,-137.80000000000362
2017-08-22,11.874000000000036,1,593.7000000000018
2017-08-23,0.0,0,0.0
2017-08-24,-5.849263153573677,2,-292.46315767868384
2017-08-25,-4.926491815924452,1,-246.3245907962226
2017-08-28,0.0,0,0.0
2017-08-29,0.0,0,0.0
2017-08-30,3.551775982328789,2,177.58879911643945
2017-08-31,-2.874072288211613,4,-143.70361441058066
2017-09-01,0.0,0,0.0
2017-09-04,0.0,0,0.0
2017-09-05,3.329723033836482,3,166.4861516918241
2017-09-06,0.0,0,0.0
2017-09-07,-5.021602001446114,1,-251.0801000723057
2017-09-08,0.0,0,0.0
2017-09-11,6.174000000000218,1,308.7000000000109
2017-09-12,0.0,0,0.0
2017-09-13,0.0,0,0.0
2017-09-14,0.0,0,0.0
2017-09-15,0.0,0,0.0
2017-09-18,-2.852125665104697,2,-142.60628325523484
2017-09-19,0.0,0,0.0
2017-09-20,0.0,0,0.0
2017-09-21,-4.941353732639501,2,-247.06768663197508
2017-09-22,0.0,0,0.0
2017-09-25,-4.224179748058039,3,-211.20898740290195
2017-09-26,0.0,0,0.0
2017-09-27,-4.315234595231661,2,-215.76172976158304
2017-09-28,-1.9243745137125516,1,-96.21872568562758
2017-09-29,6.435278677068039,1,321.76393385340197
2017-10-02,1.0541655788831954,3,52.70827894415977
2017-10-03,0.6580889097674699,1,32.9044454883735
2017-10-04,-3.293745629711073,3,-164.68728148555365
2017-10-05,6.422329252471892,3,321.1164626235946
2017-10-06,0.0,0,0.0
2017-10-09,-2.9235925490895243,3,-146.17962745447622
2017-10-10,0.0,0,0.0
2017-10-11,0.0,0,0.0
2017-10-12,-4.1160000000002,1,-205.80000000001002
2017-10-13,0.0,0,0.0
2017-10-16,-3.381825879681615,1,-169.09129398408075
2017-10-17,0.0,0,0.0
2017-10-18,0.0,0,0.0
2017-10-19,-3.836,1,-191.79999999999998
2017-10-20,-2.634512179546593,2,-131.72560897732964
2017-10-23,4.770354870336202,2,238.51774351681013
2017-10-24,0.0,0,0.0
2017-10-25,7.013999999999909,1,350.69999999999544
2017-10-26,-3.8430215094651756,1,-192.15107547325877
2017-10-27,11.155902659509378,1,557.7951329754688
2017-10-30,-5.405034743590881,4,-270.251737179544
2017-10-31,0.0,0,0.0
2017-11-01,-3.566000000000018,1,-178.3000000000009
2017-11-02,-3.5541693132710934,3,-177.70846566355468
2017-11-03,0.7145980753023577,3,35.72990376511789
2017-11-06,-2.549760535325706,2,-127.4880267662853
2017-11-07,-11.154979556850702,6,-557.748977842535
2017-11-08,-4.2749697408839635,2,-213.74848704419819
2017-11-09,-2.077069064737745,2,-103.85345323688726
2017-11-10,-6.844434786160466,2,-342.2217393080233
2017-11-13,-1.5810798942268194,1,-79.05399471134096
2017-11-14,-6.26755915575926,1,-313.377957787963
2017-11-15,-12.572000000000092,2,-628.6000000000046
2017-11-16,7.910448944400981,1,395.52244722004906
2017-11-17,-3.4740668868391693,1,-173.70334434195846
2017-11-20,0.0,0,0.0
2017-11-21,2.653999999999782,1,132.6999999999891
2017-11-22,-3.7551641556894864,1,-187.7582077844743
2017-11-23,0.0,0,0.0
2017-11-24,0.0,0,0.0
2017-11-27,-5.474638782500682,4,-273.7319391250341
2017-11-28,16.955718535718727,3,847.7859267859363
2017-11-29,-16.34766364779984,4,-817.383182389992
2017-11-30,9.730315110710093,1,486.51575553550464
2017-12-01,-4.783870075908188,3,-239.19350379540938
2017-12-04,0.0,0,0.0
2017-12-05,-2.1490362941574275,1,-107.45181470787138
2017-12-06,-6.050931964957246,2,-302.5465982478623
2017-12-07,5.363999999999818,1,268.1999999999909
2017-12-08,0.0,0,0.0
2017-12-11,-3.1048225299538967,3,-155.24112649769484
2017-12-12,-7.796447893230783,4,-389.82239466153914
2017-12-13,-0.9020000000000181,2,-45.100000000000904
2017-12-14,0.0,0,0.0
2017-12-15,9.218356508656383,1,460.91782543281914
2017-12-18,-2.8020000000001093,2,-140.10000000000545
2017-12-19,-0.5955520908777943,4,-29.777604543889712
2017-12-20,-1.354038191110918,1,-67.7019095555459
2017-12-21,-4.534789247722503,2,-226.73946238612515
2017-12-22,-5.061472271110422,3,-253.07361355552112
2017-12-26,0.0,0,0.0
2017-12-27,-3.657773719344037,1,-182.88868596720184
2017-12-28,0.0,0,0.0
2017-12-29,-2.15603444754965,4,-107.80172237748249
2018-01-02,1.137526711342882,3,56.876335567144096
2018-01-03,9.703999999999963,1,485.19999999999817
2018-01-04,-6.343942016812383,4,-317.19710084061916
2018-01-05,1.8340000000000727,1,91.70000000000364
2018-01-08,-3.6587219996942695,3,-182.93609998471348
2018-01-09,-9.709327700015528,5,-485.4663850007764
2018-01-10,-3.7213195539004444,1,-186.0659776950222
2018-01-11,7.0168338901769784,3,350.84169450884895
2018-01-12,9.703999999999963,1,485.19999999999817
2018-01-15,0.0,0,0.0
2018-01-16,-7.012704186615313,2,-350.63520933076563
2018-01-17,7.606463774969863,3,380.3231887484932
2018-01-18,-4.232579080292856,4,-211.6289540146428
2018-01-19,0.0,0,0.0
2018-01-22,1.2575776118371904,1,62.87888059185952
2018-01-23,-0.9707387556984358,1,-48.53693778492179
2018-01-24,-13.358974042537689,4,-667.9487021268844
2018-01-25,-3.07633800111647,1,-153.81690005582348
2018-01-26,17.21859017472597,3,860.9295087362985
2018-01-29,-7.6037624795350975,3,-380.18812397675487
2018-01-30,-1.7812744883978735,3,-89.06372441989367
2018-01-31,0.0,0,0.0
2018-02-01,-10.268415905670041,1,-513.4207952835021
2018-02-02,2.9079999999999275,2,145.39999999999637
2018-02-05,92.49071545073845,1,4624.535772536922
2018-02-06,-0.09404510834832536,4,-4.702255417416268
2018-02-07,-18.736625413033117,3,-936.8312706516558
2018-02-08,98.72119636731692,1,4936.059818365846
2018-02-09,-72.20654610090918,4,-3610.327305045459
2018-02-12,-4.323486750243054,3,-216.1743375121527
2018-02-13,0.0,0,0.0
2018-02-14,5.742184121023053,4,287.1092060511526
2018-02-15,0.0,0,0.0
2018-02-16,-8.060484405231794,2,-403.0242202615897
2018-02-19,-1.3933096620237266,1,-69.66548310118633
2018-02-20,0.0,0,0.0
2018-02-21,-3.687625676674063,2,-184.38128383370315
2018-02-22,-1.7181941077694647,1,-85.90970538847323
2018-02-23,0.0,0,0.0
2018-02-26,0.0,0,0.0
2018-02-27,-3.200683160770255,1,-160.03415803851274
2018-02-28,-2.5207061255461993,1,-126.03530627730997
2018-03-01,-9.465742485319154,3,-473.2871242659577
2018-03-02,-1.68673141134626,1,-84.33657056731299
2018-03-05,22.557471056051114,1,1127.8735528025557
2018-03-06,0.0,0,0.0
2018-03-07,0.0,0,0.0
2018-03-08,0.0,0,0.0
2018-03-09,29.78678968863848,1,1489.339484431924
2018-03-12,-2.7560000000000726,1,-137.80000000000362
2018-03-13,-6.646199356634927,2,-332.30996783174635
2018-03-14,-18.352043910522006,5,-917.6021955261003
2018-03-15,0.0,0,0.0
2018-03-16,1.8080000000000185,2,90.40000000000093
2018-03-19,23.77400000000013,1,1188.7000000000064
2018-03-20,-2.6982342206062966,1,-134.91171103031482
2018-03-21,-10.8282878930431,2,-541.414394652155
2018-03-22,5.132001431687108,4,256.6000715843554
2018-03-23,21.00218847378239,5,1050.1094236891195
2018-03-26,-12.86467245896184,3,-643.233622948092
2018-03-27,20.97034334135362,5,1048.517167067681
2018-03-28,-37.085566019316,4,-1854.2783009657999
2018-03-29,19.77297359343335,1,988.6486796716674
2018-04-02,47.604000000000056,1,2380.200000000003
2018-04-03,-19.48240345930842,2,-974.1201729654209
2018-04-04,4.479511055304581,2,223.97555276522905
2018-04-05,0.0,0,0.0
2018-04-06,4.644446951530242,3,232.22234757651208
2018-04-09,19.183999999999983,1,959.1999999999991
2018-04-10,-9.956366476653972,3,-497.81832383269864
2018-04-11,0.0,0,0.0
2018-04-12,-24.481620990904695,3,-1224.0810495452347
2018-04-13,-10.887092770336709,1,-544.3546385168355
2018-04-16,0.0,0,0.0
2018-04-17,0.0,0,0.0
2018-04-18,0.0,0,0.0
2018-04-19,-12.598490662396621,4,-629.924533119831
2018-04-20,7.235301945873793,4,361.7650972936897
2018-04-23,0.0,0,0.0
2018-04-24,24.554772574166932,1,1227.7386287083466
2018-04-25,-25.51281718706418,4,-1275.640859353209
2018-04-26,-3.222356678947966,4,-161.11783394739828
