date,net_pts,net_usd,gross_pts,round_trips,open,close,ret_frac,half_day
2008-03-06,12.957999999999881,647.8999999999941,14.129999999999882,2,1228.57,1208.2,0.010547221566536608,False
2008-03-07,0.0,0.0,0.0,0,1197.79,1197.79,0.0,False
2008-03-10,3.238000000000082,161.9000000000041,4.410000000000082,2,1198.48,1180.43,0.0027017555570389845,False
2008-03-11,4.503999999999918,225.1999999999959,5.089999999999918,1,1206.82,1222.32,0.003732122437480252,False
2008-03-12,0.0,0.0,0.0,0,1225.56,1211.91,0.0,False
2008-03-13,-4.422,-221.1,-3.25,2,1196.17,1217.92,-0.0036967989499820256,False
2008-03-14,0.9079999999999273,45.39999999999637,2.0799999999999272,2,1225.77,1192.72,0.0007407588699347571,False
2008-03-17,0.0,0.0,0.0,0,1164.76,1179.55,0.0,False
2008-03-18,1.1480000000001638,57.40000000000819,2.3200000000001637,2,1204.27,1230.39,0.0009532745978893137,False
2008-03-19,14.433999999999982,721.699999999999,15.019999999999982,1,1237.09,1201.73,0.011667704047401549,False
2008-03-20,8.998000000000072,449.9000000000036,10.170000000000073,2,1204.97,1230.39,0.007467405827531036,False
2008-03-24,4.147999999999937,207.39999999999682,5.319999999999936,2,1235.01,1249.34,0.0033586772576739755,False
2008-03-25,0.0,0.0,0.0,0,1249.34,1251.42,0.0,False
2008-03-26,0.0,0.0,0.0,0,1246.1,1240.33,0.0,False
2008-03-27,0.0,0.0,0.0,0,1243.79,1227.15,0.0,False
2008-03-28,0.0,0.0,0.0,0,1232.24,1217.68,0.0,False
2008-03-31,0.0,0.0,0.0,0,1216.52,1222.53,0.0,False
2008-04-01,22.293999999999883,1114.6999999999941,22.87999999999988,1,1237.55,1268.52,0.01801462567168994,False
2008-04-02,0.0,0.0,0.0,0,1270.14,1266.44,0.0,False
2008-04-03,0.0,0.0,0.0,0,1259.74,1267.13,0.0,False
2008-04-04,0.0,0.0,0.0,0,1268.98,1269.21,0.0,False
2008-04-07,0.0,0.0,0.0,0,1277.07,1269.68,0.0,False
2008-04-08,0.0,0.0,0.0,0,1261.82,1264.13,0.0,False
2008-04-09,-1.172,-58.599999999999994,0.0,2,1265.52,1253.96,-0.0009261015234844174,False
2008-04-10,-1.0460000000000362,-52.30000000000181,-0.46000000000003627,1,1253.96,1258.58,-0.00083415738939044,False
2008-04-11,-0.586,-29.299999999999997,0.0,1,1245.18,1233.85,-0.00047061469024558693,False
2008-04-14,0.0,0.0,0.0,0,1232.93,1229.23,0.0,False
2008-04-15,0.0,0.0,0.0,0,1236.4,1236.17,0.0,False
2008-04-16,9.113999999999818,455.6999999999909,9.699999999999818,1,1245.18,1261.12,0.007319423697778488,False
2008-04-17,0.0,0.0,0.0,0,1259.04,1263.44,0.0,False
2008-04-18,0.0,0.0,0.0,0,1286.32,1287.01,0.0,False
2008-04-21,0.0,0.0,0.0,0,1280.08,1284.93,0.0,False
2008-04-22,-4.6419999999998,-232.09999999999,-3.4699999999998,2,1279.38,1274.53,-0.0036283199674840933,False
2008-04-23,-1.2760000000000544,-63.80000000000272,-0.6900000000000545,1,1277.76,1277.07,-0.0009986225895317231,False
2008-04-24,-7.871999999999818,-393.59999999999087,-6.699999999999818,2,1278.23,1284.7,-0.006158516073007062,False
2008-04-25,-4.285999999999818,-214.29999999999092,-3.6999999999998185,1,1290.47,1293.48,-0.0033212705448401113,False
2008-04-28,0.0,0.0,0.0,0,1294.63,1292.09,0.0,False
2008-04-29,-1.9659999999998816,-98.29999999999409,-1.3799999999998818,1,1289.55,1286.55,-0.0015245628319955657,False
2008-04-30,-12.397999999999872,-619.8999999999936,-10.639999999999873,3,1288.16,1280.08,-0.00962458079741637,False
2008-05-01,20.214000000000183,1010.7000000000091,20.800000000000182,1,1279.61,1303.65,0.015797000648635276,False
2008-05-02,0.0,0.0,0.0,0,1316.36,1306.88,0.0,False
2008-05-05,-1.966000000000109,-98.30000000000545,-1.3800000000001091,1,1304.57,1300.87,-0.0015070099726347448,False
2008-05-06,4.0439999999998815,202.19999999999408,4.629999999999882,1,1294.63,1311.51,0.0031236724006085763,False
2008-05-07,15.22800000000009,761.4000000000045,16.40000000000009,2,1311.74,1286.78,0.011609007882659741,False
2008-05-08,0.0,0.0,0.0,0,1291.17,1292.09,0.0,False
2008-05-09,0.0,0.0,0.0,0,1280.77,1283.54,0.0,False
2008-05-12,2.0680000000000094,103.40000000000047,3.240000000000009,2,1286.08,1298.1,0.0016079870614580816,False
2008-05-13,-3.2420000000001634,-162.10000000000818,-2.0700000000001637,2,1301.11,1297.41,-0.0024917186094950954,False
2008-05-14,-1.2879999999999727,-64.39999999999864,0.4700000000000273,3,1303.42,1302.26,-0.00098816958463118,False
2008-05-15,5.528000000000046,276.4000000000023,6.7000000000000455,2,1302.72,1317.05,0.004243429132891216,False
2008-05-16,-3.0219999999999088,-151.09999999999545,-1.8499999999999088,2,1319.36,1317.28,-0.0022905044870239425,False
2008-05-19,-3.586,-179.29999999999998,-3.0,1,1318.9,1319.13,-0.0027189324437030854,False
2008-05-20,-7.758,-387.9,-6.0,3,1313.82,1308.04,-0.005904918481983833,False
2008-05-21,2.298000000000255,114.90000000001275,3.4700000000002547,2,1308.96,1285.62,0.0017555922258894504,False
2008-05-22,-0.8160000000000182,-40.80000000000091,-0.2300000000000182,1,1286.78,1288.39,-0.0006341410342094361,False
2008-05-23,6.114000000000045,305.70000000000226,6.7000000000000455,1,1283.08,1272.22,0.004765096486579204,False
2008-05-26,0.0,0.0,0.0,0,1271.52,1270.83,0.0,True
2008-05-27,-2.8959999999999453,-144.79999999999725,-2.3099999999999454,1,1271.52,1280.54,-0.0022775890273058585,False
2008-05-28,-4.286000000000046,-214.30000000000229,-3.700000000000046,1,1284.0,1286.32,-0.0033380062305296307,False
2008-05-29,0.3339999999998454,16.699999999992272,0.9199999999998454,1,1283.54,1292.32,0.0002602178350498196,False
2008-05-30,0.0,0.0,0.0,0,1296.02,1292.55,0.0,False
