date,net,gross,round_trips,open,close,ret_frac,gross_ret_frac,half_day,year,net_usd
2008-05-09,0.0,0.0,0,1280.77,1283.54,0.0,0.0,False,2008,0.0
2008-05-12,0.0,0.0,0,1286.08,1298.1,0.0,0.0,False,2008,0.0
2008-05-13,0.0,0.0,0,1301.11,1297.41,0.0,0.0,False,2008,0.0
2008-05-14,0.0,0.0,0,1303.42,1302.26,0.0,0.0,False,2008,0.0
2008-05-15,0.0,0.0,0,1302.72,1317.05,0.0,0.0,False,2008,0.0
2008-05-16,0.0,0.0,0,1319.36,1317.28,0.0,0.0,False,2008,0.0
2008-05-19,0.0,0.0,0,1318.9,1319.13,0.0,0.0,False,2008,0.0
2008-05-20,0.0,0.0,0,1313.82,1308.04,0.0,0.0,False,2008,0.0
2008-05-21,0.0,0.0,0,1308.96,1285.62,0.0,0.0,False,2008,0.0
2008-05-22,0.0,0.0,0,1286.78,1288.39,0.0,0.0,False,2008,0.0
2008-05-23,-0.3559999999999818,0.2300000000000182,1,1283.08,1272.22,-0.0002774573682077359,0.00017925616485333588,False,2008,-17.799999999999088
2008-05-26,0.0,0.0,0,1271.52,1270.83,0.0,0.0,True,2008,0.0
2008-05-27,0.0,0.0,0,1271.52,1280.54,0.0,0.0,False,2008,0.0
2008-05-28,0.0,0.0,0,1284.0,1286.32,0.0,0.0,False,2008,0.0
2008-05-29,0.0,0.0,0,1283.54,1292.32,0.0,0.0,False,2008,0.0
2008-05-30,0.0,0.0,0,1296.02,1292.55,0.0,0.0,False,2008,0.0
2008-06-02,-1.5160000000000635,-0.9300000000000636,1,1290.24,1280.54,-0.0011749751984127476,-0.0007207961309524302,False,2008,-75.80000000000318
2008-06-03,0.0,0.0,0,1284.93,1273.37,0.0,0.0,False,2008,0.0
2008-06-04,0.0,0.0,0,1270.37,1273.37,0.0,0.0,False,2008,0.0
2008-06-05,-0.586,0.0,1,1277.76,1297.41,-0.0004586150763836714,0.0,False,2008,-29.299999999999997
2008-06-06,14.768000000000054,15.940000000000055,2,1287.24,1257.2,0.01147260806065695,0.012383083185730753,False,2008,738.4000000000027
2008-06-09,0.0,0.0,0,1261.36,1259.51,0.0,0.0,False,2008,0.0
2008-06-10,0.0,0.0,0,1250.73,1254.89,0.0,0.0,False,2008,0.0
2008-06-11,-1.6420000000000272,-0.4700000000000273,2,1253.04,1234.32,-0.0013104130754006474,-0.00037508778650324596,False,2008,-82.10000000000136
2008-06-12,-13.652000000000019,-12.480000000000018,2,1240.09,1238.94,-0.011008878387858962,-0.010063785692973913,False,2008,-682.6000000000009
2008-06-13,-3.3559999999999817,-2.769999999999982,1,1245.64,1257.2,-0.002694197360393036,-0.0022237564625413294,False,2008,-167.79999999999907
2008-06-16,0.0,0.0,0,1248.89,1256.96,0.0,0.0,False,2008,0.0
2008-06-17,0.0,0.0,0,1262.73,1248.19,0.0,0.0,False,2008,0.0
2008-06-18,0.0,0.0,0,1240.81,1236.89,0.0,0.0,False,2008,0.0
2008-06-19,0.0,0.0,0,1235.28,1240.58,0.0,0.0,False,2008,0.0
2008-06-20,0.0,0.0,0,1229.05,1217.05,0.0,0.0,False,2008,0.0
2008-06-23,0.0,0.0,0,1221.2,1217.98,0.0,0.0,False,2008,0.0
2008-06-24,-1.5160000000000635,-0.9300000000000636,1,1212.44,1214.28,-0.0012503711523869745,-0.0007670482663060139,False,2008,-75.80000000000318
