ticker,ep_id,start_ts_et,end_ts_et,n_comp_bars,spot_start,spot_end,datr14_prior,ema9_h,ema21_h,po,po_slope1,po_slope3,phase_zone,ema21_d,ema21_d_slope1,ema21_d_slope3
AMZN,AMZN-028,2024-11-25T09:30:00-05:00,2024-11-25T10:30:00-05:00,1,200.2242,200.39,5.2561,198.2368,199.1962,-10.889,29.357,29.388,neutral,200.2305,-0.3161,-0.3265
AMZN,AMZN-029,2024-11-25T11:30:00-05:00,2024-11-25T13:30:00-05:00,2,199.0219,201.27,5.2561,198.7383,199.279,-0.057,-4.682,40.189,neutral,200.2305,-0.3161,-0.3265
AMZN,AMZN-030,2024-11-25T15:30:00-05:00,2024-11-26T09:30:00-05:00,1,201.43,205.86,5.2561,200.1789,199.8716,28.096,3.689,16.185,neutral_up,200.2305,-0.3161,-0.3265
AMZN,AMZN-031,2024-12-10T15:30:00-05:00,2024-12-11T11:30:00-05:00,3,225.12,230.19,5.1377,226.1715,225.3386,-0.974,-3.446,-37.433,neutral,209.9785,1.6171,4.8906
AMZN,AMZN-032,2024-12-13T14:30:00-05:00,2024-12-16T13:30:00-05:00,6,227.66,232.0329,5.0632,228.2581,228.2292,-7.509,-5.468,7.804,neutral,214.5154,1.4495,4.5369
AMZN,AMZN-033,2024-12-23T11:30:00-05:00,2024-12-24T12:30:00-05:00,8,226.2465,229.05,5.6485,225.2769,225.7044,2.385,7.194,16.096,neutral,219.6777,0.5552,1.1483
AMZN,AMZN-034,2024-12-26T12:30:00-05:00,2024-12-26T13:30:00-05:00,1,227.945,227.68,5.3574,227.4706,226.875,20.462,2.263,-13.779,neutral,220.977,0.8073,1.8545
AMZN,AMZN-035,2024-12-26T15:30:00-05:00,2024-12-27T09:30:00-05:00,1,227.09,221.35,5.3574,227.5028,227.0464,10.491,-9.478,-9.971,neutral,220.977,0.8073,1.8545
AMZN,AMZN-036,2024-12-31T15:30:00-05:00,2025-01-03T14:30:00-05:00,13,219.39,223.84,5.2365,220.6267,221.7931,-40.524,-9.501,5.697,neutral_down,221.6982,-0.0488,0.7212
AMZN,AMZN-037,2025-01-14T09:30:00-05:00,2025-01-14T11:30:00-05:00,2,220.23,217.3905,5.0817,218.9014,219.6683,-6.461,16.335,22.249,neutral,221.5578,-0.3058,-0.6042
AMZN,AMZN-038,2025-01-14T12:30:00-05:00,2025-01-15T13:30:00-05:00,8,218.495,222.44,5.0817,218.5321,219.2886,-18.621,4.784,-12.16,neutral,221.5578,-0.3058,-0.6042
AMZN,AMZN-039,2025-01-24T10:30:00-05:00,2025-01-28T11:30:00-05:00,15,234.41,241.09,5.0938,234.1933,232.6077,44.371,-6.22,-4.23,neutral_up,224.7637,1.0626,3.0065
AMZN,AMZN-040,2025-01-30T14:30:00-05:00,2025-01-30T15:30:00-05:00,1,235.9415,234.6,5.4055,235.7199,236.0485,-10.431,8.768,13.407,neutral,228.4838,0.8566,2.8031
AMZN,AMZN-041,2025-01-31T09:30:00-05:00,2025-02-04T10:30:00-05:00,15,238.135,242.4498,5.4287,236.0237,236.1184,6.594,22.139,25.793,neutral,229.0398,0.556,2.4719
AMZN,AMZN-042,2025-02-05T09:30:00-05:00,2025-02-05T10:30:00-05:00,1,237.3105,235.735,5.4788,240.2273,239.3201,7.966,-39.09,-40.719,neutral,231.5662,1.0534,2.5264
