date,dow,is_friday,is_opex_friday,ext_pct,session_open,session_close,max_high_pct,max_low_pct,close_vs_open_pct,range_pct,high_time,low_time,high_hour,low_hour
2000-02-08,1,False,False,1.1547436236715134,143.9688,144.2812,0.4123810158867842,-0.238801740377073,0.21699145926063504,0.6511827562638572,15:00,12:40,15,12
2000-02-09,2,False,False,1.3793972147973734,144.4688,141.4062,0.0,-2.141500448539745,-2.1199040900180353,2.141500448539745,09:30,15:50,9,15
2000-03-02,3,False,False,0.17152683524327778,138.6875,138.7188,0.31545741324921134,-0.9688688598467868,0.02256872465073453,1.2843262730959983,15:20,13:00,15,13
2000-03-03,4,True,False,1.417622104559533,140.4375,141.3125,0.9123631508678148,-0.5117578994214598,0.6230529595015576,1.4241210502892745,12:20,10:20,12,10
2000-03-06,0,False,False,1.4993177894837442,140.8125,139.375,0.3773102529959964,-1.4647137150466045,-1.020861074123391,1.842023968042601,09:40,15:40,9,15
2000-03-07,1,False,False,0.8711867414962878,140.0,136.0312,0.11157142857143754,-3.415142857142866,-2.8348571428571336,3.526714285714304,09:30,15:30,9,15
2000-03-10,4,True,False,1.1439162410629269,140.1875,140.0,1.2929112795363353,-0.468158716005341,-0.13374944271065536,1.7610699955416764,10:40,15:40,10,15
2000-03-14,1,False,False,0.3883724408899238,139.2812,136.5,0.5834240371277494,-2.2436624612654112,-1.9968236919268447,2.82708649839316,09:40,15:50,9,15
2000-03-16,3,False,False,2.1634339771576423,141.625,146.3125,3.5745807590467784,-0.529567519858782,3.309796999117388,4.10414827890556,15:50,10:10,15,10
2000-03-17,4,True,True,4.656604490763041,145.8125,146.6875,1.5002143163309045,-0.2571795970852979,0.6000857265323617,1.7573939134162022,11:10,09:30,11,9
2000-03-20,0,False,False,4.915176741301354,146.875,145.9688,0.3191829787233957,-1.4255659574468,-0.6169872340425617,1.7447489361701956,09:50,14:40,9,14
2000-03-21,1,False,False,3.553504025177311,145.5312,149.7188,2.8774585793286764,-0.7085765801422736,2.8774585793286764,3.5860351594709496,15:50,09:50,15,9
2000-03-22,2,False,False,5.793658448741986,149.5625,150.0,0.8566987045549436,-0.5850396991224405,0.29251984956122024,1.441738403677384,15:10,12:10,15,12
2000-03-23,3,False,False,4.924110397818567,149.1562,152.625,2.891331369396629,0.0,2.3256156968332444,2.891331369396629,14:20,09:30,14,9
2000-03-24,4,True,False,6.824936888094939,152.875,153.2812,1.8806214227309894,-0.7563041700735977,0.2657072771872527,2.636925592804587,10:50,15:20,10,15
2000-03-27,0,False,False,6.486153905126607,153.375,152.5,0.2648410757946292,-0.8964955175224123,-0.5704971475142625,1.1613365933170416,10:10,14:20,10,14
2000-03-28,1,False,False,4.452576982805409,151.25,151.0,1.1363966942148678,-0.3099504132231322,-0.1652892561983471,1.4463471074379999,10:50,15:20,10,15
2000-03-29,2,False,False,4.262718149824453,151.5625,151.0312,0.5979711340206102,-1.2577649484536,-0.3505484536082391,1.8557360824742104,15:20,11:30,15,11
2000-03-30,3,False,False,2.9306213669066556,150.1562,148.875,1.1654530415660491,-2.0186978626257273,-0.8532448210596781,3.1841509041917764,10:00,15:30,10,15
2000-03-31,4,True,False,2.3754775653838367,149.625,150.5625,1.7961570593149538,-0.7936507936507936,0.6265664160401002,2.5898078529657473,15:00,11:10,15,11
2000-04-03,0,False,False,2.436635382653757,150.125,150.75,0.6036303080766111,-0.9575353871773521,0.4163197335553705,1.5611656952539634,15:50,10:20,15,10
2000-04-04,1,False,False,3.276631365018437,151.75,150.0,0.8237232289950577,-6.8369028006589785,-1.1532125205930808,7.660626029654035,10:00,13:10,10,13
2000-04-05,2,False,False,0.4489650075753755,147.875,148.875,1.9864750633981403,-0.16906170752324598,0.6762468300929839,2.1555367709213864,10:30,11:50,10,11
2000-04-06,3,False,False,1.957686039454455,150.25,150.3125,0.956738768718802,-0.8319467554076538,0.04159733777038269,1.788685524126456,10:40,15:00,10,15
2000-04-07,4,True,False,2.6616646909056243,151.5625,151.375,0.3711340206185567,-0.7010309278350515,-0.12371134020618556,1.0721649484536082,12:20,09:50,12,9
2000-04-10,0,False,False,2.5523638730525073,151.75,150.7812,0.8855354200988385,-0.9472817133443162,-0.6384184514003213,1.8328171334431549,11:50,15:30,11,15
2000-04-11,1,False,False,0.2464709715924259,148.5938,150.0625,2.039923603811204,-0.1472470587601821,0.9883992468057299,2.1871706625713863,13:00,09:40,13,9
2000-04-12,2,False,False,1.3341464734434099,150.375,146.625,0.5195012468828013,-2.535328345802161,-2.493765586034913,3.0548295926849627,09:30,15:50,9,15
2000-04-26,2,False,False,1.6961679059782402,147.9688,146.375,0.5279491352231096,-1.330550764755805,-1.0771189602132258,1.8584998999789146,10:50,15:30,10,15
2000-04-28,4,True,False,0.9172244425539199,147.0,145.2188,0.5740136054421683,-1.3180272108843538,-1.2117006802721173,1.892040816326522,09:30,12:10,9,12
2000-05-01,0,False,False,0.6448356336816724,146.5625,147.1875,1.3006737739871983,-0.4903710021322047,0.42643923240938164,1.791044776119403,15:00,09:40,15,9
2000-05-16,1,False,False,2.056893975324434,146.5625,147.0,0.7889466950959403,-0.8528784648187633,0.2985074626865672,1.6418251599147036,14:20,14:40,14,14
2000-05-17,2,False,False,1.2302722850452112,145.6875,145.25,0.3432003432003432,-0.8365165165165253,-0.3003003003003003,1.1797168597168683,15:20,11:20,15,11
2000-05-18,3,False,False,1.1017096946160325,145.625,144.0625,0.4721030042918455,-1.1587982832618025,-1.0729613733905579,1.6309012875536482,10:10,15:30,10,15
2000-05-31,2,False,False,0.37336190326177077,142.5625,142.4062,1.0083296799649275,-0.3287680841736169,-0.10963612450678646,1.3370977641385446,14:20,09:40,14,9
2000-06-01,3,False,False,1.1412247377513869,143.6875,145.1562,1.17442366246194,-0.4784688995215311,1.0221487603305872,1.6528925619834711,12:20,09:40,12,9
2000-06-02,4,True,False,4.629799572364158,148.9375,148.0938,0.10494334872009228,-0.9861183382291314,-0.5664792278640454,1.0910616869492236,09:40,13:00,9,13
2000-06-05,0,False,False,3.2192026848284483,147.4688,147.25,0.5085821543268814,-0.40266144431906103,-0.14837036715562035,0.9112435986459425,10:50,15:30,10,15
2000-06-06,1,False,False,2.343329957312905,146.625,146.3438,0.7885421994884996,-0.49023017902812444,-0.19178175618074172,1.278772378516624,13:20,15:10,13,15
2000-06-07,2,False,False,2.143958496308243,146.625,147.5625,0.937766410912191,-0.4262574595055414,0.639386189258312,1.3640238704177323,14:30,10:20,14,10
2000-06-08,3,False,False,2.49289682656273,147.5,146.5625,0.1694915254237288,-0.9745762711864407,-0.6355932203389831,1.1440677966101696,09:30,15:40,9,15
2000-06-09,4,True,False,2.321604978831502,147.5,146.3438,0.3178305084745678,-1.2711864406779663,-0.7838644067796696,1.5890169491525337,09:30,14:50,9,14
2000-06-12,0,False,False,1.8124645049800219,146.9688,145.2812,0.0,-1.2545519865440744,-1.1482709255297552,1.2545519865440744,09:30,15:50,9,15
2000-06-13,1,False,False,0.26004886424176593,144.8125,147.4688,2.0284851100561068,-0.1294777729823047,1.83430297798877,2.157962883038412,15:10,10:20,15,10
2000-06-14,2,False,False,2.4444869068998756,148.25,147.5,0.42158516020236086,-0.7166947723440135,-0.5059021922428331,1.1382799325463744,10:40,15:30,10,15
2000-06-15,3,False,False,2.1791820470791685,148.125,148.25,0.42194092827004215,-0.8649451476793333,0.08438818565400844,1.2868860759493757,15:40,10:40,15,10
2000-06-16,4,True,True,2.098255213695035,148.3125,146.875,0.0,-1.643489254108723,-0.9692372524230931,1.643489254108723,09:30,15:30,9,15
2000-06-19,0,False,False,0.727530557371531,146.4688,148.6562,1.834793485028911,-0.14938334990113078,1.4934238554559232,1.9841768349300417,15:30,09:40,15,9
2000-06-20,1,False,False,1.7031433024730689,148.1875,147.8125,0.4639392661324336,-0.8013496415014763,-0.25305778152678193,1.2652889076339098,10:30,15:40,10,15
2000-06-21,2,False,False,0.7128797970401725,146.9375,147.9375,1.020842194810719,-0.04253509145044662,0.680561463207146,1.0633772862611655,15:30,11:30,15,11
2000-06-22,3,False,False,1.0128579009181515,147.5625,145.5312,0.08470986869970351,-1.736552308343922,-1.3765692503176534,1.8212621770436255,09:30,15:30,9,15
2000-06-27,1,False,False,0.06771199358107137,145.9688,145.5625,0.5138084302946931,-0.4496166304032009,-0.2783471536383032,0.963425060697894,10:00,15:40,10,15
2000-07-05,2,False,False,0.38477354688157167,146.375,145.0938,0.19210930828352693,-1.3663535439795047,-0.8752860802732793,1.5584628522630317,10:00,15:40,10,15
2000-07-07,4,True,False,0.6363333835983526,146.6875,148.0938,1.427319982956975,-0.2982530890498509,0.958704729441832,1.7255730720068259,15:10,09:30,15,9
2000-07-10,0,False,False,1.3035733646644223,147.875,147.9688,0.6973457311918935,-0.16906170752324598,0.06343195266271341,0.8664074387151395,13:40,11:10,13,11
2000-07-11,1,False,False,0.8998337870287054,147.4688,148.375,1.123085018661583,-0.21197704192342715,0.6145028643347017,1.3350620605850103,10:30,09:30,10,9
2000-07-12,2,False,False,1.9989669083742663,149.2812,149.5938,0.565241972867305,-0.397705806223431,0.20940346138694949,0.9629477790907361,14:50,10:40,14,10
2000-07-13,3,False,False,2.26308803595618,149.9688,149.875,0.27085633811833704,-0.5209750294727887,-0.06254634297266329,0.7918313675911257,14:00,10:10,14,10
2000-07-14,4,True,False,2.3780178644429393,150.4375,150.875,0.540091400083091,-0.5193518903198919,0.29081844619858743,1.059443290402983,15:00,10:10,15,10
2000-07-17,0,False,False,2.4902784383218703,150.9688,151.0625,0.662388520012082,-0.18632989067939038,0.0620658043251404,0.8487184106914724,14:10,10:10,14,10
2000-07-18,1,False,False,2.0200164610590203,150.625,149.6875,0.0,-0.8505892116182656,-0.6224066390041494,0.8505892116182656,09:30,11:30,9,11
2000-07-19,2,False,False,1.109599533175743,149.4688,148.4375,0.2926363227643663,-0.8154210109400675,-0.6899767710719479,1.108057333704434,09:30,12:10,9,12
2000-07-20,3,False,False,0.7547411009856795,149.0,149.8125,1.006711409395973,-0.12583892617449663,0.5453020134228188,1.1325503355704698,10:30,09:30,10,9
2000-07-21,4,True,True,1.1419820207004017,149.75,148.25,0.0,-1.2520868113522539,-1.001669449081803,1.2520868113522539,09:30,13:50,9,13
2000-07-24,0,False,False,0.03272836801717607,148.125,146.6562,0.4852658227848017,-1.0548523206751055,-0.9915949367088523,1.5401181434599072,10:10,15:10,10,15
2000-08-04,4,True,False,0.0720740277950963,146.3125,146.5312,0.27769329346432287,-0.619427595044844,0.14947458351132853,0.8971208885091669,15:50,10:50,15,10
2000-08-07,0,False,False,0.3297504426887762,146.7188,148.125,1.1714245209202996,-0.23432579873880338,0.9584320482446781,1.405750319659103,15:40,09:50,15,9
2000-08-08,1,False,False,0.7456830876565737,147.5,148.5625,0.8898305084745763,0.0,0.7203389830508474,0.8898305084745763,15:00,09:30,15,9
2000-08-09,2,False,False,1.7195300128619497,149.125,147.6875,0.06290025146688177,-1.173512154233026,-0.9639564124056998,1.2364124056999077,09:30,15:40,9,15
2000-08-10,3,False,False,0.5648233160429798,147.5312,146.5625,0.21188738382116792,-0.8472784061947575,-0.6566068736646976,1.0591657900159253,09:50,15:40,9,15
2000-08-14,0,False,False,0.697324359682683,147.7812,149.375,1.1630708100895022,-0.4863270835532615,1.0784863027232066,1.6493978936427636,15:50,09:50,15,9
2000-08-15,1,False,False,1.597361018846292,149.3438,149.0312,0.31383961034874736,-0.5231552967046422,-0.20931568635589487,0.8369949070533896,14:50,11:10,14,11
2000-08-16,2,False,False,1.448362675872871,149.3125,148.4688,0.4185851820845542,-0.9836416910841441,-0.5650565089995898,1.4022268731686982,09:50,15:20,9,15
2000-08-17,3,False,False,0.9434077650499294,148.6875,149.9375,1.1769651113913409,-0.23115594787726781,0.8406893652795292,1.4081210592686086,15:40,10:00,15,10
2000-08-18,4,True,True,1.9230009792604796,150.375,149.6562,0.0,-0.7688778054862926,-0.4780049875311637,0.7688778054862926,09:30,13:50,9,13
2000-08-21,0,False,False,1.5574155338684834,150.0312,150.3438,0.4583046726280766,-0.4165800180229179,0.20835666181432586,0.8748846906509945,11:30,14:40,11,14
2000-08-22,1,False,False,1.7534175095550806,150.5625,150.2188,0.49813200498132004,-0.31129929431300124,-0.22827729348278125,0.8094312992943213,14:20,15:40,14,15
2000-08-23,2,False,False,1.1067354861204626,149.8125,150.9062,0.9803587818106049,-0.3546433041301543,0.7300458906967126,1.3350020859407592,15:30,10:10,15,10
2000-08-24,3,False,False,1.8427779325761982,151.1562,151.4375,0.2480877397023741,-0.4341204661138693,0.1860988831420659,0.6822082058162433,15:20,10:50,15,10
2000-08-25,4,True,False,1.6549651902925182,151.1562,151.0938,0.31014275299325295,-0.14468476979443287,-0.04128179988649166,0.4548275227876858,09:40,10:40,9,10
2000-08-28,0,False,False,1.5691099254447116,151.25,151.7812,1.0950082644628183,0.0,0.35120661157025623,1.0950082644628183,12:10,09:30,12,9
2000-08-29,1,False,False,1.517290431641485,151.4375,151.5,0.2888980602558811,-0.3508378043747338,0.04127115146512588,0.6397358646306149,13:10,10:50,13,10
2000-08-30,2,False,False,1.227199378161195,151.2188,150.6562,0.1859557145011153,-0.5166685623745113,-0.3720436876896093,0.7026242768756267,09:50,14:30,9,14
2000-08-31,3,False,False,1.0444367925401759,151.0625,152.25,1.344675217211411,-0.1034671079850972,0.7860984691766653,1.448142325196508,15:10,09:30,15,9
2000-09-01,4,True,False,2.336572688012487,153.25,152.5625,0.2243393148450163,-0.8156606851549755,-0.4486133768352365,1.0399999999999918,10:00,10:40,10,10
2000-09-05,1,False,False,1.2455758939635349,151.875,151.25,0.205761316872428,-0.6995884773662552,-0.411522633744856,0.9053497942386831,09:50,15:00,9,15
2000-09-06,2,False,False,0.7113694810588711,151.1875,149.6875,0.39269119470856556,-0.9921455146754857,-0.9921455146754857,1.3848367093840515,09:50,15:50,9,15
2000-09-07,3,False,False,0.1130636956925961,150.25,150.75,0.5407653910149751,-0.2911813643926789,0.33277870216306155,0.8319467554076538,15:30,10:30,15,10
2000-09-08,4,True,False,0.09324940609921491,150.2812,149.7188,0.1455937269598509,-0.6445916056033705,-0.37423177350195835,0.7901853325632214,10:10,11:10,10,11
2000-09-14,3,False,False,0.028870474684010248,149.875,148.5312,0.041701417848206836,-1.1468223519599583,-0.8966138448707173,1.1885237698081652,09:50,15:30,9,15
2000-10-24,1,False,False,0.4992906903701729,140.9688,140.125,0.6871733319713388,-1.3966210962993142,-0.5985721663233194,2.083794428270653,11:40,14:50,11,14
2000-10-31,1,False,False,1.026662410480486,141.0312,142.9688,1.883483938305841,-0.13287839853878086,1.3738803895875344,2.0163623368446215,15:20,10:10,15,10
2000-11-01,2,False,False,1.6765471294537173,142.25,142.4062,0.7029876977152899,-0.7249209138840158,0.10980667838313711,1.4279086115993058,10:50,15:00,10,15
2000-11-02,3,False,False,2.158203377483718,143.1562,143.0312,0.5021088852595887,-0.4583804264153508,-0.08731721015226723,0.9604893116749397,09:50,11:30,9,11
2000-11-03,4,True,False,2.1890704635640383,143.4688,143.0938,0.1960008029620465,-0.7623957264575905,-0.261380871659901,0.958396529419637,11:00,09:50,11,9
2000-11-06,0,False,False,1.7885642660642531,143.1562,143.6875,0.7640605157163904,-0.08731721015226723,0.3711330700311879,0.8513777258686578,13:10,15:40,13,15
2000-11-07,1,False,False,1.5663557379337623,143.125,143.4688,0.611353711790393,-0.39301310043668125,0.24020960698689078,1.0043668122270744,12:40,10:20,12,10
2000-11-08,2,False,False,2.0636659983647014,144.0625,141.25,0.0,-2.1041561822125727,-1.9522776572668112,2.1041561822125727,09:30,15:50,9,15
2000-12-06,2,False,False,1.2493892964360658,137.7812,135.5312,0.40832856732266437,-1.9959181659036211,-1.6330239539211442,2.4042467332262856,09:40,15:30,9,15
2000-12-08,4,True,False,0.8298351265142725,137.0625,137.6562,1.5047879616963065,-0.7067578659370817,0.43316005471957136,2.211545827633388,14:20,11:20,14,11
2000-12-11,0,False,False,0.9434944116160372,137.375,138.625,1.5923566878980893,-0.4776706096451411,0.9099181073703366,2.07002729754323,15:20,09:30,15,9
2000-12-12,1,False,False,1.3689317194914186,138.1875,137.75,0.2940208050655721,-0.5879692446856626,-0.31659882406151063,0.8819900497512347,10:30,13:50,10,13
2000-12-13,2,False,False,2.051113284913365,139.25,136.5312,0.11217235188510775,-2.131992818671445,-1.9524596050269212,2.244165170556553,09:30,15:50,9,15
2000-12-29,4,True,False,0.5682380464396226,134.0625,132.25,0.1631328671328765,-1.6317016317016315,-1.3519813519813522,1.7948344988345082,09:30,15:50,9,15
2001-01-04,3,False,False,1.485712262692862,134.9375,133.4062,0.393737841593321,-1.4358499305233905,-1.1348216767021677,1.8295877721167115,10:10,14:40,10,14
2001-01-05,4,True,False,0.3506386221995705,133.4688,130.25,0.11703109640606087,-3.1375122875158654,-2.4116497638399297,3.254543383921926,09:30,15:40,9,15
2001-01-12,4,True,False,0.32398895170722114,132.6875,131.9062,0.7772397550635798,-1.0598586905322562,-0.5888271314177955,1.8370984455958361,11:30,14:30,11,14
2001-01-17,2,False,False,1.9555573242608641,134.8438,132.9375,0.13897561474834225,-1.645459413039374,-1.4137097886591654,1.7844350277877163,10:40,15:50,10,15
2001-01-18,3,False,False,0.8451115688496993,133.4375,135.0312,1.6861826697892273,-0.37470725995316156,1.1943419203747168,2.060889929742389,15:20,09:50,15,9
2001-01-19,4,True,True,2.732005522492269,136.1875,134.4688,0.0,-1.698026617714548,-1.262010096374493,1.698026617714548,09:30,10:10,9,10
2001-01-22,0,False,False,1.1384798222568058,134.25,134.625,1.1405586592178865,-0.5121042830540037,0.27932960893854747,1.6526629422718901,11:00,13:40,11,13
2001-01-23,1,False,False,1.1726191598907565,134.4688,136.125,1.6266970479397638,-0.23247028306936252,1.2316611734469356,1.8591673310091266,15:40,10:00,15,10
2001-01-24,2,False,False,2.2878569015032246,136.25,136.6875,0.7798165137614679,-0.2981284403669817,0.3211009174311927,1.0779449541284496,11:30,13:50,11,13
2001-01-25,3,False,False,2.0451467734749924,136.25,136.0625,0.7339449541284404,-0.4358165137614587,-0.13761467889908258,1.169761467889899,10:00,10:50,10,10
2001-01-26,4,True,False,1.050963609323082,135.1562,135.7812,0.7168002651746552,-0.5317551100134603,0.4624279167363391,1.2485553751881155,14:50,10:40,14,10
2001-01-29,0,False,False,1.168373834197751,135.5,136.65,1.0332103321033252,-0.09594095940959074,0.848708487084875,1.129151291512916,15:00,09:30,15,9
2001-01-30,1,False,False,1.5784965673115006,136.3,137.75,1.1885546588407747,-0.3741746148202636,1.063829787234034,1.5627292736610385,15:50,10:20,15,10
2001-01-31,2,False,False,2.1513403167979748,137.4,137.06,0.9461426491994054,-0.582241630276573,-0.2474526928675425,1.5283842794759783,13:50,15:40,13,15
2001-02-01,3,False,False,1.7526806522455394,137.1,137.48,0.335521517140779,-0.6199854121079462,0.2771699489423745,0.9555069292487253,15:50,13:50,15,13
2001-02-02,4,True,False,1.7870551414838212,137.4,135.08,0.429403202328969,-1.7467248908296984,-1.688500727802033,2.1761280931586673,09:30,15:50,9,15
2001-02-06,1,False,False,0.16483028970182617,135.3,135.42,1.0347376201034568,-0.05912786400592202,0.08869179600885153,1.093865484109379,12:00,15:30,12,15
2001-04-11,2,False,False,2.201081629841835,118.78,116.96,0.17679744064656824,-2.2225963966997817,-1.5322444856036432,2.39939383734635,09:30,15:10,9,15
2001-04-12,3,False,False,0.009488943128856165,116.3,118.55,2.0034393809114346,-0.29234737747205797,1.934651762682717,2.2957867583834926,15:40,10:30,15,10
2001-04-16,0,False,False,1.5412622728911307,118.29,118.23,0.5072279989855392,-1.1666243976667594,-0.05072279989855632,1.6738523966522985,10:00,15:10,10,15
2001-04-17,1,False,False,0.5638248215477656,117.31,119.42,2.0032392805387387,-0.24720825164095667,1.7986531412496798,2.2504475321796953,10:20,09:30,10,9
2001-04-18,2,False,False,3.5551459569002395,121.06,124.14,4.080621179580372,-0.3056335701305175,2.544192962167519,4.386254749710889,10:50,09:50,10,9
2001-04-19,3,False,False,5.689161641498699,124.25,125.72,1.2716297786720308,-0.5392354124748504,1.1830985915492949,1.8108651911468814,15:50,10:10,15,10
2001-04-20,4,True,True,5.5760154119234455,124.9,124.5,0.4003202562049639,-0.9927942353883178,-0.3202562049639757,1.3931144915932818,10:10,11:50,10,11
2001-04-23,0,False,False,4.024075537864546,123.65,122.7,0.19409623938535778,-1.4071977355438812,-0.7682976142337264,1.601293974929239,09:30,15:20,9,15
2001-04-24,1,False,False,2.772134702411324,122.52,121.13,0.9222984002611897,-1.1589944498857343,-1.1345086516487108,2.0812928501469243,10:20,15:50,10,15
2001-04-25,2,False,False,1.7009338953422868,121.42,123.24,1.8530719815516388,-0.38708614725745255,1.498929336188431,2.2401581288090915,15:30,09:40,15,9
2001-04-26,3,False,False,3.332794487542535,123.73,123.74,1.20423502788329,-0.1858886284652097,0.008082114281088584,1.3901236563484998,13:30,15:00,13,15
2001-04-27,4,True,False,4.010697302110934,124.92,125.55,0.6083893691962897,-0.5763688760806908,0.5043227665706016,1.1847582452769805,15:50,09:40,15,9
2001-04-30,0,False,False,4.8523025524668135,126.45,125.21,0.6484776591538104,-1.4076710162119423,-0.9806247528667529,2.0561486753657525,11:30,15:00,11,15
2001-05-01,1,False,False,3.3487203099710046,125.07,126.94,1.5191492764052177,-0.3757895578476045,1.4951627088830293,1.8949388342528222,15:50,09:30,15,9
2001-05-02,2,False,False,4.815994237559187,127.41,126.89,0.21976296993956607,-1.1066635271956649,-0.4081312298877608,1.3264264971352309,09:40,10:20,9,10
2001-05-03,3,False,False,3.3424918086300064,126.12,125.16,0.02378686964795523,-1.5065017443704454,-0.7611798287345448,1.5302886140184004,09:30,14:40,9,14
2001-05-04,4,True,False,1.0837086355879082,123.65,126.95,2.871006874241809,-0.1698342094621981,2.6688232915487236,3.040841083704007,15:40,09:50,15,9
2001-05-07,0,False,False,3.466643335119901,127.0,126.57,0.29921259842519327,-0.6062992125984221,-0.3385826771653597,0.9055118110236152,10:00,13:20,10,13
2001-05-08,1,False,False,3.060612728168515,126.86,126.52,0.18918492826737734,-1.0247516947816468,-0.2680119817121263,1.2139366230490243,09:40,10:30,9,10
2001-05-09,2,False,False,1.495741243877016,125.25,125.96,1.0379241516966045,-0.15169660678642533,0.5668662674650649,1.1896207584830298,12:30,10:10,12,10
2001-05-10,3,False,False,2.9307365888744106,127.26,125.99,0.18859028760018456,-1.1708313688511778,-0.997956938551006,1.3594216564513624,09:30,15:30,9,15
2001-05-11,4,True,False,1.7355686333605773,126.0,124.82,0.38888888888888484,-1.2698412698412653,-0.936507936507942,1.6587301587301502,09:50,15:20,9,15
2001-05-14,0,False,False,0.7756846913610831,124.9,125.23,0.4323458767013547,-0.35228182546037784,0.2642113690952748,0.7846277021617325,15:50,11:50,15,11
2001-05-15,1,False,False,1.204274778386121,125.55,125.3,0.5336519315013952,-0.5575467941059361,-0.19912385503783356,1.0911987256073314,15:00,14:10,15,14
2001-05-16,2,False,False,0.5403008231529839,124.84,128.96,3.4924703620634294,-0.1762255687279709,3.3002242870874756,3.6686959307914004,15:40,09:30,15,9
2001-05-17,3,False,False,3.5033617430918507,128.97,129.31,0.8606652709932648,-0.31790338838489307,0.2636272001240625,1.178568659378158,10:00,10:40,10,10
2001-05-18,4,True,True,3.2452325154444948,129.09,129.62,0.4880316058563757,-0.45704547215121494,0.4105662715934628,0.9450770780075908,10:20,14:40,10,14
2001-05-21,0,False,False,3.4998464286648536,129.84,131.77,1.5095502156500369,-0.5314232902033253,1.4864448552064131,2.0409735058533625,15:50,09:50,15,9
2001-05-22,1,False,False,4.6070125638073645,131.83,131.37,0.19722369718576266,-0.5765000379276487,-0.34893423348252134,0.7737237351134113,13:10,09:50,13,9
2001-05-23,2,False,False,3.5886074998100916,131.05,129.29,0.0,-1.3429988553987173,-1.3429988553987173,1.3429988553987173,09:30,15:50,9,15
2001-05-24,3,False,False,2.1356636855626068,129.47,129.7,0.40936124198656143,-0.7105893257125107,0.17764733142812217,1.119950567699072,09:50,13:40,9,13
2001-05-25,4,True,False,2.0626703730580953,129.65,128.23,0.0385653682992541,-1.2649440802159775,-1.0952564596992023,1.3035094485152314,09:30,15:30,9,15
2001-05-29,1,False,False,0.8503268992081571,128.22,127.3,0.09358914365933907,-1.0294805802526854,-0.7175167680549069,1.1230697239120244,09:30,13:30,9,13
2001-06-05,1,False,False,0.45933306523116507,127.49,128.87,1.3648129265040356,-0.17256255392579722,1.082437838261832,1.5373754804298327,15:30,09:30,15,9
2001-06-06,2,False,False,1.3726806147665638,128.83,127.48,0.0,-1.1410385779709795,-1.047892571605999,1.1410385779709795,09:30,15:00,9,15
2001-06-08,4,True,False,0.37487242683751726,127.7,127.0,0.13312451057165364,-1.2216131558339876,-0.5481597494126882,1.3547376664056412,09:30,12:20,9,12
2001-07-03,1,False,False,0.16061388189307327,123.98,124.1,0.09678980480721917,-0.7501209872560145,0.09678980480721917,0.8469107920632336,13:10,09:50,13,9
2001-07-19,3,False,False,0.28814362017853096,122.18,121.83,0.6547716483876224,-1.1622196758880354,-0.2864625961695928,1.816991324275658,10:00,15:10,10,15
2001-07-23,0,False,False,0.005185825064635947,121.8,119.36,0.06568144499178842,-2.11822660098522,-2.0032840722495875,2.1839080459770086,09:40,15:40,9,15
2001-07-30,0,False,False,0.15798365742592113,121.19,120.82,0.13202409439722468,-0.7343840250845785,-0.3053057182935923,0.8664081194818031,09:30,10:40,9,10
2001-07-31,1,False,False,0.014396058199616125,121.0,121.46,1.3884297520661215,-0.11570247933884344,0.3801652892561932,1.5041322314049648,14:00,10:00,14,10
