trading_week_end,weekly_bar_ts,cohort,outcome,open,prev_close,prev_atr14,put_trigger,pivot,call_trigger,dgg_open,ugg_open,week_low,week_high,tap_time,tap_price,pivot_time,call_time,ugg_time,dgg_time,mae_atr,mfe_atr,po_weekly_prev,po_weekly_zone,po_weekly_slope,po_weekly_bilbo,q_band_at_trigger,q_band_at_tap
2000-06-30,2000-07-02,non_tap,no_tap,145.375,144.375,7.552928083775074,142.59250897222907,144.375,146.15749102777093,141.48978147199793,147.26021852800207,143.5,146.9688,,,,,,,,,5.437825315659932,mid,falling,mid_falling,,
2000-07-07,2000-07-09,non_tap,no_tap,145.4375,145.375,7.26120464921971,143.66135570278414,145.375,147.08864429721586,142.60121982399806,148.14878017600194,144.2188,148.7812,,,,,,,,,5.625801005021828,mid,rising,mid_rising,,
2000-07-14,2000-07-16,non_tap,no_tap,147.875,148.0938,7.068432888561162,146.42564983829956,148.0938,149.7619501617004,145.39365863656963,150.79394136343035,147.1562,151.25,,,,,,,,,11.355470952630707,mid,rising,mid_rising,,
2000-07-21,2000-07-23,intraweek_cross,breakdown,150.9688,150.875,6.8559591108067925,149.2569936498496,150.875,152.4930063501504,148.2560236196718,153.4939763803282,147.875,151.9688,2000-07-19 09:59:00,149.2569936498496,,,,2000-07-19 12:18:00,0.2015755385225687,0.18130305768467972,19.83077406663751,mid,rising,mid_rising,,
2000-07-28,2000-07-30,intraweek_cross,breakdown,148.125,148.25,6.65866203146345,146.67855576057462,148.25,149.82144423942538,145.70639110398096,150.79360889601904,141.5,148.8438,2000-07-24 15:10:00,146.67855576057462,,,,2000-07-26 11:06:00,0.7777171654162592,0.1749967536900598,17.189937988989676,mid,falling,mid_falling,,
2000-08-04,2000-08-06,non_tap,no_tap,142.9375,142.25,6.707600457787489,140.66700629196214,142.25,143.83299370803786,139.68769662512517,144.81230337487483,142.0625,146.7188,,,,,,,,,1.6068008600418464,mid,falling,mid_falling,,
2000-08-11,2000-08-13,non_tap,no_tap,146.7188,146.5312,6.561078996516954,144.982785356822,146.5312,148.07961464317802,144.02486782333054,149.0375321766695,145.5625,149.2188,,,,,,,,,4.195233551119172,mid,rising,mid_rising,,
2000-08-18,2000-08-20,non_tap,no_tap,147.7812,147.4375,6.353594782480028,145.9380516313347,147.4375,148.9369483686653,145.01042679309262,149.86457320690738,147.0625,150.4375,,,,,,,,,7.443063842004772,mid,rising,mid_rising,,
2000-08-25,2000-08-27,non_tap,no_tap,150.0312,149.6562,6.140838012302884,148.20696222909652,149.6562,151.1054377709035,147.31039987930032,152.0020001206997,149.2812,151.625,,,,,,,,,14.223672416928792,mid,rising,mid_rising,,
2000-09-01,2000-09-03,non_tap,no_tap,151.25,151.0938,5.869621011424106,149.7085694413039,151.0938,152.47903055869608,148.85160477363598,153.335995226364,150.4375,153.5938,,,,,,,,,20.811333609152204,mid,rising,mid_rising,,
2000-09-08,2000-09-10,intraweek_cross,breakdown,151.875,152.5625,5.675812367750955,151.22300828121078,152.5625,153.90199171878922,150.39433967551915,154.73066032448085,149.3125,152.1875,2000-09-05 10:31:00,151.22300828121078,,,,2000-09-06 13:49:00,0.33660525708460326,0.09834569619686274,27.205695405419497,mid,rising,mid_rising,,
2000-09-15,2000-09-17,gap_through_cross,reversion_only,149.75,149.7188,5.502540055768743,148.42020054683857,149.7188,151.0173994531614,147.61682969869634,151.82077030130364,146.0312,151.1875,2000-09-13 09:31:00,148.0,2000-09-14 09:32:00,,,2000-09-15 10:13:00,0.3577983949314354,0.35211011285029487,21.526264495874933,mid,falling,mid_falling,,
2000-09-22,2000-09-24,gap_through_cross,breakdown,146.375,146.75,5.477808623213832,145.45723716492154,146.75,148.04276283507846,144.65747710593232,148.84252289406768,142.4062,146.9688,2000-09-18 12:18:00,145.4062,,,,2000-09-18 13:29:00,0.5476642588948095,0.16544937261211964,9.787114593370104,mid,falling,mid_falling,,
2000-09-29,2000-10-01,intraweek_cross,breakdown,145.93,145.1562,5.412436578698556,143.87886496742715,145.1562,146.43353503257288,143.08864922693715,147.22375077306287,142.125,146.3125,2000-09-25 15:37:00,143.87886496742715,2000-09-28 11:54:00,,,2000-09-26 12:31:00,0.32404351384545416,0.4496376072378902,-0.4661143668914267,mid,falling,mid_falling,,
2000-10-06,2000-10-08,intraweek_cross,reversion_only,144.2812,143.7812,5.324941108791517,142.5245138983252,143.7812,145.03788610167481,141.74707249644166,145.81532750355836,139.75,145.75,2000-10-04 09:33:00,142.5245138983252,2000-10-04 14:52:00,,,2000-10-06 10:46:00,0.5210412362578936,0.43555150269091586,-9.097952428730448,mid,falling,mid_falling,,
2000-10-13,2000-10-15,intraweek_cross,reversion_only,141.3125,141.0,5.373159601020695,139.73193433415912,141.0,142.26806566584088,138.9474530324101,143.0525469675899,132.7812,141.3125,2000-10-09 11:13:00,139.73193433415912,2000-10-09 13:23:00,,,2000-10-10 14:24:00,1.2936028054775695,0.2825275589343196,-20.378223367585502,mid,falling,mid_falling,,
2000-10-20,2000-10-22,intraweek_cross,breakdown,137.4062,137.5938,5.598741058090645,136.2724971102906,137.5938,138.91510288970937,135.45508091580936,139.7325190841906,130.1562,141.1875,2000-10-17 11:11:00,136.2724971102906,2000-10-19 10:42:00,2000-10-19 14:41:00,2000-10-20 10:44:00,2000-10-17 13:27:00,1.0924415054795278,0.8778764437778047,-33.217514586702954,mid,falling,mid_falling,,
2000-10-27,2000-10-29,intraweek_cross,breakdown,139.9375,139.875,5.986780982512741,138.462119688127,139.875,141.287880311873,137.58804966468014,142.16195033531986,134.0312,141.9375,2000-10-25 09:35:00,138.462119688127,,,,2000-10-25 09:40:00,0.7401172184300041,0.1838016648825467,-30.413423561846457,mid,rising,mid_rising,,
2000-11-03,2000-11-05,non_tap,no_tap,138.4375,138.375,6.12388948376183,136.9297620818322,138.375,139.8202379181678,136.035674217203,140.714325782797,138.1562,143.875,,,,,,,,,-31.18667973661174,mid,falling,mid_falling,,
2000-11-10,2000-11-12,intraweek_cross,breakdown,143.1562,143.0938,6.094954520635984,141.6553907331299,143.0938,144.53220926687007,140.76552737311704,145.42207262688294,136.875,144.25,2000-11-08 15:41:00,141.6553907331299,,,,2000-11-09 09:31:00,0.7843193442944824,0.030912333509983583,-18.459032225808674,mid,rising,mid_rising,,
2000-11-17,2000-11-19,intraweek_cross,breakdown,135.625,136.9688,6.186386340590556,135.50881282362062,136.9688,138.42878717637936,134.6056004178944,139.33199958210557,133.0312,140.0938,2000-11-13 09:31:00,135.50881282362062,2000-11-13 15:13:00,2000-11-14 12:51:00,2000-11-14 12:54:00,2000-11-13 10:49:00,0.4004943576453211,0.741141423110941,-26.797357284361944,mid,falling,mid_falling,,
