ticker,ld,pop,size,delisted,n_bars,e0_ret_252,e0_spy_252,e126_ret_252,e126_spy_252,dipped,days_to_dip,entry_ord,entry_px,ret_end,spy_end,last_ord,ret_1y,spy_1y
XPOF,2021-07-23,-0.0666666825612386,120000000.0,False,1203,0.1589285502932507,-0.1007979267544157,0.5047378275190526,-0.0864115793799369,True,5.0,737999.0,11.949999809265137,-0.4527196597289985,0.6672668018870074,739743.0,0.20083687117248394,-0.07470543995988976
CNM,2021-07-23,0.0850000381469726,697674420.0,False,1203,0.0336405307175409,-0.1007979267544157,-0.1134365489204198,-0.0864115793799369,True,469.0,738463.0,19.989999771118164,1.4842421418714364,0.9439336769942075,739743.0,0.5487743591275125,0.16083860339055112
TBLD,2021-07-27,0.0,580000000.0,False,1200,-0.249,-0.0747054399598897,-0.1605679956308028,-0.0640889586120979,True,1.0,737999.0,20.0,0.10099999999999998,0.6672668018870074,739743.0,-0.249,-0.07470543995988976
DUOL,2021-07-27,0.3862745098039215,520823526.0,False,1200,-0.3285007072135785,-0.0747054399598897,0.0126265374986394,-0.0640889586120979,True,132.0,738130.0,101.57,0.11853893866299114,0.5946205152796549,739743.0,-0.33208624593876135,-0.14150573259514354
RLYB,2021-07-28,8.181538461538462,80600000.0,False,1199,-0.3746648793565683,-0.0649450848688391,-0.3023255813953488,-0.0710459804762677,True,903.0,738902.0,12.76,0.14890282131661436,0.5490551056058441,739743.0,-0.4512852664576803,0.26532211105817605
NUVL,2021-07-28,0.0647058823529411,180412500.0,False,1199,-0.1790055248618786,-0.0649450848688391,1.4651162790697674,-0.0710459804762677,True,162.0,738161.0,14.77,5.9329722410291135,0.563438975915201,739743.0,0.7989167230873393,-0.17110315645502527
IMRX,2021-07-28,0.3,112500000.0,False,1198,-0.6682051282051282,-0.0633110589093896,-0.581,-0.0802217696311382,True,162.0,738161.0,14.14,-0.6308345120226309,0.563438975915201,739743.0,-0.6874115983026874,-0.17110315645502527
RXST,2021-07-28,0.09375,117600000.0,False,1198,-0.1542857142857142,-0.0633110589093896,0.4042126379137412,-0.0802217696311382,True,2.0,738001.0,16.0,-0.6375,0.6684835906675486,739743.0,-0.07499999999999996,-0.0633110589093896
HOOD,2021-07-29,0.0,2090000000.0,False,1199,-0.7618421052631579,-0.0649450848688391,-0.1257536606373814,-0.0710459804762677,True,0.0,738000.0,34.82,1.1906950028719128,0.6601161840791505,739743.0,-0.7400919012062033,-0.0649450848688391
RSKD,2021-07-29,0.2857142857142858,350000000.0,False,1199,-0.8374074123523854,-0.0649450848688391,-0.0652528691516857,-0.0710459804762677,True,67.0,738067.0,20.700000762939453,-0.7666666789523257,0.7065478550934243,739743.0,-0.8019323790570547,-0.11840724066341646
TNYA,2021-07-29,0.3,180000000.0,False,1198,-0.7707692307692308,-0.0633110589093896,-0.6717850287907869,-0.0802217696311382,True,160.0,738160.0,14.52,-0.9415702479338843,0.5619368888509331,739743.0,-0.8650137741046832,-0.1715487424740596
RANI,2021-07-29,0.0236363636363636,73330000.0,False,1198,-0.0204262877442273,-0.0633110589093896,-0.7200407955124937,-0.0802217696311382,True,1.0,738001.0,11.0,-0.9153636363636364,0.6684835906675486,739743.0,0.0027272727272726893,-0.0633110589093896
DOLE,2021-07-30,-0.1613472946758927,400000000.0,False,1198,-0.358693972394251,-0.0633110589093896,-0.1181591961652983,-0.0802217696311382,True,0.0,738001.0,12.971161842346191,0.13423884821166054,0.6684835906675486,739743.0,-0.33657997144232854,-0.0633110589093896
EWCZ,2021-08-05,0.1176470588235294,180200000.0,False,1194,0.1247368421052632,-0.0641298442593263,-0.2345223452234521,-0.082279189521997,True,343.0,738350.0,16.69,-0.6512881965248651,0.9356016509683567,739743.0,0.14020371479928095,0.19286432426711841
CLYM,2021-08-05,0.3,80000000.0,False,1191,-0.8203076876126802,-0.0513034834861971,-0.645058451824751,-0.0970524961742331,True,119.0,738126.0,11.34000015258789,0.05026452267676018,0.5995714535595593,739743.0,-0.7687830737444213,-0.11039443764211998
