regime,n,median_gap_pct,median_closure_by_spy,median_closure_by_spx,mean_morning_ret_pct,morning_up_rate_pct,mean_afternoon_ret_pct,afternoon_up_rate_pct,mean_full_ret_pct
|gap|>=1.0% & gap_up & SPX closed the gap (SPX moved toward SPY),153,1.304644682696398,-28.49651577193614,81.65984134182021,-0.11716784874713417,52.94117647058824,0.2537805184627062,52.28758169934641,0.1330530343411288
|gap|>=1.0% & gap_up & SPY closed the gap (SPY moved toward SPX),83,1.3421743865718487,60.19183869534295,-22.865627093029655,0.18858845261910373,65.06024096385542,0.25683148813612455,62.65060240963856,0.4478320957311035
|gap|>=1.0% & gap_dn & SPX closed the gap (SPX moved toward SPY),187,-1.481582166644017,-32.92239345730882,88.45020724251805,0.10214459493504446,51.87165775401069,0.04527193099268128,56.14973262032086,0.14824064878903687
|gap|>=1.0% & gap_dn & SPY closed the gap (SPY moved toward SPX),83,-1.2386156648451707,53.27392688606734,-11.646751649601484,0.06303641918309025,48.19277108433735,-0.35811960565038936,37.34939759036144,-0.2938716085705395
