date,pdc,atr_14,open_atr,held,peak_atr,trough_atr,peak_close_atr,close_atr,close_ge_open,n_bars,n_closes_below_full,hit_1236,hit_1618,hit_200,hit_2618,hit_300
2019-07-01,2941.76,25.65909496605852,1.1555356897513427,False,1.4096366238889084,0.4076527256255888,1.3578031511277204,0.860123867548469,False,39,34,True,False,False,False,False
2020-02-04,3248.92,31.319625145801034,1.0118256477360386,True,1.8518740160520712,1.0118256477360386,1.8464461094532958,1.5699421615393185,True,39,0,True,True,False,False,False
2020-06-12,3002.1,65.70405501419798,1.0492503086012397,False,1.3137697510655513,-0.2683243826608639,1.203730880581261,0.5839822213668323,False,39,35,True,False,False,False,False
2020-11-09,3509.44,64.7071982731053,1.1374314135710428,False,2.1102752652598613,0.5878789534272076,1.8674892936946352,0.615232942585098,False,39,1,True,True,True,False,False
2024-07-31,5436.44,62.7064252950272,1.1027578063118253,True,1.835059157950852,0.9139414299310289,1.7986992476342696,1.3477087810760933,True,39,0,True,True,False,False,False
2024-09-19,5618.26,72.60765899959719,1.161998626074254,True,1.5881244704589526,0.9387439416050859,1.5622318852151487,1.3077132813292682,True,39,0,True,False,False,False,False
2025-10-13,6552.51,59.87657380950086,1.1694055879478056,True,1.9401577713781428,1.1390097271928115,1.8917248064388499,1.6934836706356449,True,39,0,True,True,False,False,False
2025-11-20,6642.16,83.17467643820203,1.1514321918782169,False,1.5412142912902633,-1.2997946566143164,1.5134414149903874,-1.2381172300262893,False,39,29,True,False,False,False,False
