level,hour_bucket,n,p_beyond,p_behind,p_last,p_ambig,avg_min_to_beyond,med_min_to_beyond,avg_min_to_behind,med_min_to_behind
+0.382,10:00-11:00,328,0.573170731707317,0.40853658536585363,0.003048780487804878,0.01524390243902439,40.1968085106383,21.0,34.97014925373134,18.0
+0.382,11:00-12:00,180,0.6388888888888888,0.35555555555555557,0.005555555555555556,0.0,55.12173913043478,27.0,49.171875,40.5
+0.382,12:00-13:00,111,0.5405405405405406,0.38738738738738737,0.06306306306306306,0.009009009009009009,52.25,21.0,48.906976744186046,30.0
+0.382,13:00-14:00,89,0.5617977528089888,0.39325842696629215,0.0449438202247191,0.0,48.06,31.5,49.714285714285715,36.0
+0.382,14:00-15:00,119,0.47058823529411764,0.3865546218487395,0.08403361344537816,0.058823529411764705,35.410714285714285,27.0,16.304347826086957,12.0
+0.382,15:00-16:00,115,0.24347826086956523,0.23478260869565218,0.5217391304347826,0.0,18.214285714285715,13.5,13.444444444444445,12.0
+0.50,09:30-10:00,831,0.32250300842358604,0.44885679903730447,0.0,0.2286401925391095,10.902985074626866,6.0,7.986595174262734,0.0
+0.50,10:00-11:00,277,0.516245487364621,0.4729241877256318,0.0,0.010830324909747292,41.45454545454545,21.0,22.30534351145038,12.0
+0.50,11:00-12:00,173,0.5491329479768786,0.4277456647398844,0.017341040462427744,0.005780346820809248,44.43157894736842,21.0,45.689189189189186,30.0
+0.50,12:00-13:00,113,0.5486725663716814,0.415929203539823,0.008849557522123894,0.02654867256637168,46.935483870967744,24.0,62.48936170212766,51.0
+0.50,13:00-14:00,86,0.5697674418604651,0.4069767441860465,0.023255813953488372,0.0,37.04081632653061,24.0,35.22857142857143,24.0
+0.50,14:00-15:00,104,0.40384615384615385,0.49038461538461536,0.057692307692307696,0.04807692307692308,35.92857142857143,34.5,16.764705882352942,9.0
+0.50,15:00-16:00,137,0.3284671532846715,0.2773722627737226,0.38686131386861317,0.0072992700729927005,14.0,12.0,11.131578947368421,6.0
+0.618,09:30-10:00,603,0.3034825870646766,0.5555555555555556,0.0,0.14096185737976782,24.16393442622951,12.0,7.002985074626865,0.0
+0.618,10:00-11:00,243,0.5102880658436214,0.48148148148148145,0.0,0.00823045267489712,50.975806451612904,30.0,44.51282051282051,24.0
+0.618,11:00-12:00,152,0.46710526315789475,0.5131578947368421,0.019736842105263157,0.0,51.67605633802817,27.0,56.73076923076923,27.0
+0.618,12:00-13:00,105,0.37142857142857144,0.5428571428571428,0.0761904761904762,0.009523809523809525,70.46153846153847,60.0,57.473684210526315,48.0
+0.618,13:00-14:00,81,0.3950617283950617,0.4691358024691358,0.12345679012345678,0.012345679012345678,71.34375,70.5,50.68421052631579,36.0
+0.618,14:00-15:00,103,0.27184466019417475,0.5631067961165048,0.1553398058252427,0.009708737864077669,36.0,31.5,18.724137931034484,9.0
+0.618,15:00-16:00,144,0.18055555555555555,0.2916666666666667,0.5277777777777778,0.0,17.192307692307693,15.0,14.928571428571429,12.0
+0.786,09:30-10:00,336,0.3898809523809524,0.5148809523809523,0.0,0.09523809523809523,37.58015267175573,21.0,18.728323699421967,3.0
+0.786,10:00-11:00,224,0.5401785714285714,0.41517857142857145,0.03571428571428571,0.008928571428571428,81.96694214876032,60.0,55.61290322580645,30.0
+0.786,11:00-12:00,118,0.576271186440678,0.3559322033898305,0.06779661016949153,0.0,104.91176470588235,84.0,92.35714285714286,67.5
+0.786,12:00-13:00,90,0.5444444444444444,0.34444444444444444,0.1111111111111111,0.0,96.12244897959184,105.0,75.29032258064517,75.0
+0.786,13:00-14:00,57,0.3508771929824561,0.5087719298245614,0.12280701754385964,0.017543859649122806,61.95,58.5,64.86206896551724,63.0
+0.786,14:00-15:00,82,0.4024390243902439,0.3170731707317073,0.2804878048780488,0.0,41.72727272727273,39.0,35.42307692307692,30.0
+0.786,15:00-16:00,121,0.1652892561983471,0.18181818181818182,0.6528925619834711,0.0,21.0,18.0,18.136363636363637,13.5
+1.00,09:30-10:00,144,0.4236111111111111,0.4861111111111111,0.034722222222222224,0.05555555555555555,44.85245901639344,21.0,23.185714285714287,0.0
+1.00,10:00-11:00,138,0.5362318840579711,0.3695652173913043,0.07971014492753623,0.014492753623188406,94.58108108108108,81.0,76.0,42.0
+1.00,11:00-12:00,86,0.46511627906976744,0.37209302325581395,0.16279069767441862,0.0,113.7,109.5,115.3125,94.5
+1.00,12:00-13:00,65,0.5230769230769231,0.26153846153846155,0.2153846153846154,0.0,97.76470588235294,75.0,121.76470588235294,114.0
+1.00,13:00-14:00,58,0.5172413793103449,0.1724137931034483,0.29310344827586204,0.017241379310344827,91.4,88.5,66.9,66.0
+1.00,14:00-15:00,75,0.22666666666666666,0.3333333333333333,0.44,0.0,40.76470588235294,42.0,51.6,54.0
+1.00,15:00-16:00,96,0.16666666666666666,0.13541666666666666,0.6979166666666666,0.0,18.75,18.0,17.76923076923077,15.0
+1.236,09:30-10:00,60,0.5666666666666667,0.36666666666666664,0.0,0.06666666666666667,29.11764705882353,15.0,15.954545454545455,13.5
+1.236,10:00-11:00,59,0.6101694915254238,0.3389830508474576,0.01694915254237288,0.03389830508474576,67.08333333333333,30.0,90.75,58.5
+1.236,11:00-12:00,42,0.6904761904761905,0.2619047619047619,0.047619047619047616,0.0,84.0,78.0,101.18181818181819,84.0
+1.236,12:00-13:00,43,0.4418604651162791,0.4186046511627907,0.13953488372093023,0.0,93.63157894736842,111.0,78.83333333333333,81.0
+1.236,13:00-14:00,44,0.6136363636363636,0.20454545454545456,0.18181818181818182,0.0,61.666666666666664,63.0,78.33333333333333,69.0
+1.236,14:00-15:00,46,0.4782608695652174,0.17391304347826086,0.34782608695652173,0.0,30.545454545454547,33.0,40.125,37.5
+1.236,15:00-16:00,73,0.2876712328767123,0.0958904109589041,0.6164383561643836,0.0,12.571428571428571,12.0,15.0,9.0
+1.382,09:30-10:00,30,0.4666666666666667,0.4,0.0,0.13333333333333333,13.714285714285714,6.0,6.25,3.0
+1.382,10:00-11:00,38,0.47368421052631576,0.5,0.0,0.02631578947368421,49.666666666666664,33.0,26.526315789473685,21.0
+1.382,11:00-12:00,30,0.6666666666666666,0.3,0.0,0.03333333333333333,49.35,49.5,39.666666666666664,21.0
+1.382,12:00-13:00,19,0.3684210526315789,0.5789473684210527,0.0,0.05263157894736842,66.0,48.0,70.63636363636364,69.0
+1.382,13:00-14:00,23,0.5217391304347826,0.30434782608695654,0.13043478260869565,0.043478260869565216,44.5,39.0,22.714285714285715,15.0
+1.382,14:00-15:00,39,0.6666666666666666,0.20512820512820512,0.07692307692307693,0.05128205128205128,21.23076923076923,19.5,20.625,21.0
+1.382,15:00-16:00,58,0.3620689655172414,0.25862068965517243,0.3793103448275862,0.0,12.857142857142858,9.0,14.0,9.0
+1.50,09:30-10:00,21,0.38095238095238093,0.42857142857142855,0.0,0.19047619047619047,10.5,7.5,22.0,0.0
+1.50,10:00-11:00,18,0.5555555555555556,0.4444444444444444,0.0,0.0,35.1,19.5,7.875,4.5
+1.50,11:00-12:00,17,0.4117647058823529,0.5294117647058824,0.0,0.058823529411764705,30.428571428571427,15.0,29.0,12.0
