date,gap_pct,abs_gap_pct,po_spy_open,po_spx_open,d_open,abs_d_open,po_spy_noon,po_spx_noon,d_noon,po_spy_eod,po_spx_eod,d_eod,dpo_spy_morning,dpo_spx_morning,dpo_spy_full,dpo_spx_full,fast_spy_bull_open,fast_spx_bull_open,slow_spy_bull_open,slow_spx_bull_open,fast_match_open,slow_match_open,lt_match_open,spy_morning_ret_pct,spy_afternoon_ret_pct,spy_full_ret_pct,gap_bin
2008-02-29,-1.021972406745022,1.021972406745022,-9.863601811393679,-82.61135216893919,72.74775035754551,72.74775035754551,-29.23281345525813,-73.7017680614002,44.46895460614208,-71.07668689287539,-83.53805860242427,12.461371709548885,-19.36921164386445,8.90958410753899,-61.21308508148171,-0.9267064334850801,0,0,0,0,1,1,0,-0.7006416402389682,-1.047237076648839,-1.7405413378567842,>=1%
2008-03-03,-0.05254071905726427,0.05254071905726427,-9.435405794104124,-88.28192741791744,78.84652162381332,78.84652162381332,21.035578449457432,1.6583610475926034,19.37721740186483,20.920383021432137,21.79585650197604,-0.8754734805439028,30.470984243561556,89.94028846551005,30.35578881553626,110.07778391989348,1,0,0,0,0,1,1,0.1802343045959816,0.007496251874056149,0.18774406728747373,<0.25%
2008-03-04,-0.88449141743498,0.88449141743498,-18.35941141087769,-10.814039088922552,-7.5453723219551385,7.5453723219551385,-28.031689778346585,-53.01457456957141,24.982884791224823,44.16485264391105,52.644859521291096,-8.480006877380049,-9.672278367468895,-42.20053548064885,62.52426405478874,63.45889861021365,0,0,0,0,1,1,1,-0.37812901762081225,0.9033629393456295,0.5218180443167192,0.5-1%
2008-03-05,0.36111947035812386,0.36111947035812386,4.098687415428823,62.466732992062354,-58.368045576633534,58.368045576633534,25.430218467323733,44.45129142415236,-19.021072956828625,10.88348040263272,17.723165745204593,-6.839685342571872,21.33153105189491,-18.015441567909996,6.784792987203898,-44.743567246857765,1,1,1,1,1,1,0,0.637181409295348,-0.4096834264432115,0.22488755622187626,0.25-0.5%
2008-03-06,-0.5385190725504854,0.5385190725504854,-18.547076052752033,-8.886793354321304,-9.660282698430729,9.660282698430729,-33.346903903195695,-43.848255203295416,10.50135130009972,-51.25953870272433,-66.15411536051424,14.894576657789912,-14.799827850443663,-34.96146184897411,-32.712462649972295,-57.267322006192934,0,0,0,0,1,1,1,-0.7745525642953837,-0.8563849943160254,-1.6243044066776933,0.5-1%
2008-03-07,-0.8408500229322691,0.8408500229322691,-44.20933326800282,-92.80854198069639,48.59920871269357,48.59920871269357,-33.17370277314501,-61.767515935513515,28.593813162368505,1.7042134456369258,-1.307520857675191,3.011734303312117,11.035630494857813,31.041026045182875,45.91354671363975,91.5010211230212,0,0,0,0,1,1,1,0.16959605303731023,-0.17700477143296117,-0.00770891150168895,0.5-1%
2008-03-10,0.06167604656540288,0.06167604656540288,-15.28794034123732,-9.713977223488145,-5.573963117749175,5.573963117749175,-45.05881144591894,-55.11093474773676,10.052123301817822,-35.74673734705898,-43.33939957628745,7.592662229228466,-29.77087110468162,-45.39695752424862,-20.458797005821662,-33.625422352799305,0,0,0,0,1,1,1,-0.8937514446413412,-0.5986161859597263,-1.4870174897911956,<0.25%
2008-03-11,2.236821523541373,2.236821523541373,106.80818260606331,46.71222135474836,60.095961251314954,60.095961251314954,-27.503793981811004,-3.931605571226454,-23.572188410584552,92.69189752336385,117.78549364927623,-25.093596125912384,-134.3119765878743,-50.643826925974814,-14.116285082699463,71.07327229452787,1,1,1,0,1,0,0,-0.9485924112607168,2.2474513438368837,1.277539779681753,>=1%
2008-03-12,0.27192386131884105,0.27192386131884105,12.247660019130125,135.77217176389973,-123.52451174476961,123.52451174476961,9.915773523351803,50.701652040006564,-40.78587851665476,-73.14512416692813,-79.44527716667575,6.300152999747624,-2.3318864957783223,-85.07051972389317,-85.39278418605825,-215.21744893057547,0,1,1,1,0,1,1,0.08286252354049992,-1.1666415776004901,-1.0847457627118628,0.25-0.5%
2008-03-13,-1.2946462569491954,1.2946462569491954,-14.164666792157437,-132.49714747543584,118.3324806832784,118.3324806832784,55.69893409958793,19.92481972917069,35.77411437041724,21.176310094000797,20.491449542966528,0.6848605510342693,69.86360089174536,152.42196720460652,35.34097688615823,152.98859701840237,0,0,0,0,1,1,0,0.941285394645474,0.8331422456622906,1.782269886582805,>=1%
2008-03-14,0.6443298969072339,0.6443298969072339,43.96819816268491,27.040601838566197,16.92759632411871,16.92759632411871,-21.779755675031854,-28.38122404351686,6.601468368485005,3.785607704294257,5.982807750041502,-2.197200045747245,-65.74795383771676,-55.421825882083056,-40.18259045839065,-21.057794088524695,1,1,1,1,1,1,1,-2.2294192965278357,-0.43139973807873216,-2.6512013256006703,0.5-1%
2008-03-17,-2.2437137330754395,2.2437137330754395,-5.6253728455239,-43.652225587136456,38.02685274161256,38.02685274161256,-12.79862190466686,-46.997858854708376,34.19923695004152,27.297020611784923,37.56466920973384,-10.26764859794892,-7.173249059142959,-3.3456332675719196,32.92239345730882,81.21689479687029,0,0,0,0,1,1,1,0.5381875741986599,0.6848775879713489,1.2267510882469421,>=1%
2008-03-18,2.1110242376856827,2.1110242376856827,38.107109800644224,73.46241811602215,-35.355308315377926,35.355308315377926,45.814977721381986,80.35087775965198,-34.53590003826999,53.633514477796695,74.7957919919661,-21.162277514169404,7.707867920737762,6.8884596436298295,15.52640467715247,1.3333738759439484,1,1,1,1,1,1,0,0.5742725880551302,1.4998096688237526,2.082695252679938,>=1%
2008-03-19,0.622562256225632,0.622562256225632,67.00855487296707,96.8099034512971,-29.801348578330035,29.801348578330035,4.23339978987803,30.86751519250174,-26.634115402623713,-64.20501876079173,-80.51573339946052,16.310714638668784,-62.77515508308904,-65.94238825879536,-131.2135736337588,-177.32563685075763,1,1,1,1,1,1,1,-0.3801714498695634,-2.4543549835378426,-2.8251956764815445,0.5-1%
2008-03-20,-0.253145136544962,0.253145136544962,-18.48386983697324,-83.37003430686946,64.88616446989622,64.88616446989622,14.397836948233328,-6.751214052109303,21.14905100034263,63.68083342000004,73.96823994307863,-10.287406523078587,32.88170678520657,76.61882025476015,82.16470325697328,157.33827424994809,0,0,0,0,1,1,0,0.5921710374529033,1.475535168195702,2.0764438975620925,0.25-0.5%
2008-03-24,0.43697732238379605,0.43697732238379605,58.72725668820571,106.36526439091655,-47.63800770271084,47.63800770271084,66.41586369910306,99.76499332236308,-33.349129623260026,-33.8176467157122,-39.73139498535891,5.91374826964671,7.688607010897343,-6.600271068553468,-92.54490340391791,-146.09665937627545,1,1,1,1,1,1,1,1.3577376040807159,-0.2590290112492557,1.0951916585402506,0.25-0.5%
2008-03-25,0.06678044075091148,0.06678044075091148,-16.95219393048786,-23.466898188879693,6.514704258391834,6.514704258391834,2.6714402028526107,2.629020471711889,0.04241973114072195,-2.953982031162866,-3.07776442438345,0.12378239322058393,19.62363413334047,26.095918660591582,13.998211899324993,20.389133764496243,0,0,1,1,1,1,1,-0.04449058282663671,0.18545994065281898,0.1408868456176759,<0.25%
2008-03-26,-0.4368752313957818,0.4368752313957818,-13.919590452802897,-51.01827239671355,37.09868194391065,37.09868194391065,-2.9662181542221635,-17.639935207343992,14.673717053121829,-7.962212075565754,-9.254650423894144,1.2924383483283908,10.953372298580733,33.37833718936956,5.957378377237143,41.76362197281941,0,0,0,1,1,0,1,-0.27517477316674444,-0.19389961965843158,-0.46854082998660973,0.25-0.5%
