date,year,atr,fwd_pts,fwd_atr,fwd_bps,po,day_ret,last_hr,last15,atr_pos,dist_hi,dist_lo,leave_acc,leave_dist,lo1,lo2,po_lo1,po_lo2,hi1,hi2,po_hi1,po_hi2
2012-02-13,2012,13.665653455283927,0.009999999999990905,0.0007317615679859297,0.07398474434564861,-48.64137713810481,0.6315102331724397,-0.11049599676597523,-0.06219973327885395,0.6622442190278655,0.12147242028576417,0.6315102331724397,1,0,1350.07,1351.21,161.40904897311867,-84.43659631454938,1353.35,1352.62,100.90898863532065,30.46772383610402
2012-02-14,2012,13.454535351335062,3.619999999999891,0.2690542560907305,26.880123559462177,164.61983290527536,-0.3404056610208739,0.36121648745884644,0.38797326430764173,-0.3753381196845906,0.3404056610208739,0.4377705989984744,1,0,1341.05,1340.83,-187.92758497477962,-184.67529868130634,1346.09,1347.11,134.63187546930033,164.61983290527536
2012-02-15,2012,13.274925683382563,-0.7599999999999909,-0.057250791313382066,-5.65404673515992,63.04991542592164,-0.4873850260494578,-0.16647927474023416,0.1536731766832878,-0.4858784262780544,0.8904004649002375,0.2448224628532815,0,0,1341.1,1340.8,-58.01091940560553,-58.1730792958103,1349.61,1344.05,74.23260815622767,63.04991542592164
2012-02-16,2012,13.403145277426662,-0.6700000000000728,-0.04998826664428348,-4.931401990226054,81.24860426462126,1.1803199676305773,0.06714841788038028,0.07386325966841152,1.1340621686463113,0.003730467660017357,1.2840269685791448,0,0,1354.77,1356.57,81.0885308369341,-41.116619313087284,1358.48,1358.43,146.09812901900955,81.24860426462126
2012-02-17,2012,13.71720632903904,-0.3200000000001637,-0.02332836528985719,-2.350089964382651,-24.379437054558544,0.2566120181882965,0.05467585614807482,-0.07873323285323901,0.25807004101891046,0.13268007758600683,0.3163909542435203,1,1,1358.76,1361.07,-42.37197453373004,-84.94745710529354,1361.39,1362.76,121.1426017490175,118.50538796476779
2012-02-21,2012,13.17740587696483,1.0599999999999454,0.08044071874972836,7.787246547163865,100.29514729123527,-0.0007588747051854655,0.12217882753498072,0.12673207576609352,-0.001517749410370931,0.4970629318969285,0.2352511586077186,0,0,1358.11,1358.36,-160.89565010398087,-63.346259322003164,1366.69,1361.65,54.31512493480653,100.29514729123527
2012-02-22,2012,12.925448314324491,-1.2999999999999545,-0.10057678220408366,-9.567194824883202,15.471460575323752,-0.2522156230656333,0.02475736177330884,0.01547335110830703,-0.2599522986198044,0.2978620088351918,0.25685762839812537,1,1,1357.19,1357.87,28.430007463869494,-65.49834314964882,1360.97,1360.01,87.13935488749729,75.23014992926423
2012-02-23,2012,12.51434486330132,0.07999999999992724,0.006392663848870712,0.5868200222986272,10.140108073001358,0.4530800502891296,0.15582118131636896,-0.012785327697741425,0.4426919715346965,0.06712297041319698,0.8725986153716516,0,1,1359.15,1362.74,-99.65046075296527,111.85853791249411,1363.14,1364.04,126.52344688111117,61.459878919160076
2012-02-24,2012,12.474748801636943,0.5599999999999454,0.04489068348426078,4.101902989993887,7.2844550247742985,0.139481766540396,0.07855869609746546,0.016834006306602346,0.139481766540396,0.2982023974311921,0.139481766540396,1,1,1363.47,1364.02,-168.5370845420262,-95.76299727745383,1368.92,1365.62,25.51047284530998,82.76877850006213
2012-02-27,2012,11.973695315805736,-2.019999999999982,-0.16870314023553817,-14.745278955858925,24.0346255497155,0.41173588186199084,0.05512082799775743,0.080175749814913,0.36663702259110703,0.15116469496352358,1.2702845361299826,0,0,1367.67,1368.43,-94.86338814726905,-92.38251636300376,1371.94,1370.57,183.8377437910926,32.42085560664437
2012-02-28,2012,12.33414565039104,-0.21000000000003638,-0.01702590564052392,-1.5300657928293566,89.54866314732453,0.4110540076068767,0.3048447867064884,0.062428320681927184,0.4086217353725188,0.033241053869576764,0.5399644360279574,0,1,1367.77,1370.0,-215.0861048241789,75.9571771295847,1372.56,1372.83,45.34546005977822,89.54866314732453
2012-02-29,2012,11.9617066753631,0.11999999999989086,0.010032013261706925,0.8785094622782009,-11.62014102785464,-0.4882246454035265,-0.3201884232697835,-0.12790816908689634,-0.48655264319324204,0.976449290807034,0.21318028181146223,1,0,1367.71,1363.81,-146.5585273136474,-169.46074344186928,1373.24,1369.41,136.89684236202027,-5.754771849833096
2012-03-01,2012,12.12372762712288,2.759999999999991,0.22765275539722554,20.117351215423238,17.851544273327555,0.471802087272496,-0.1616664494849898,-0.05938767532101781,0.4899483213983641,0.3752971148758772,0.471802087272496,1,0,1372.39,1369.37,-65.98236423333273,-64.52521684544779,1376.17,1372.51,64.48766969306193,-92.58140464318281
2012-03-02,2012,12.007032796614105,0.2899999999999636,0.024152511691459815,2.117669395295587,-95.94977423576768,-0.38810587752487363,0.026651047383696773,-0.12076255845731801,-0.38810587752487363,0.4247510676774425,0.2506864144527688,0,1,1366.42,1369.15,-168.59649309101076,-95.94977423576768,1370.71,1372.1,144.63175386698418,143.2241691751837
2012-03-05,2012,11.728673311141662,-0.11999999999989086,-0.010231336214804173,-0.879552600909537,-86.66392213539503,-0.45955751831536124,0.17222749294935866,-0.10060813944567129,-0.46296796372031535,0.45955751831536124,0.432273955075864,0,0,1359.94,1364.2,-79.29995629665683,-86.66392213539503,1365.21,1365.96,167.32279228755039,131.30538573577672
2012-03-06,2012,11.640910931774402,0.75,0.06442794764049269,5.585510441180852,93.3254034717217,-1.7902379051038357,0.2096055896570742,0.059273711829257954,-1.8503706562349467,1.7902379051038357,0.23709484731701228,1,0,1340.03,1341.06,-118.08423747271996,-50.885486923214145,1344.25,1343.75,53.30354392675952,93.3254034717217
2012-03-07,2012,12.545131579504798,-1.3699999999998909,-0.10920570990567241,-10.11622583551084,66.76214493348297,0.8648773375741826,0.21123732208033932,0.06855248942983565,0.8672687034845419,0.010362585611478565,0.8648773375741826,0,0,1350.47,1351.86,-114.70698112988424,-40.46875543574785,1353.43,1354.37,132.14545989115808,66.76214493348297
2012-03-08,2012,12.4697650381116,-1.1000000000001364,-0.08821337023096937,-8.04599382652937,-25.33858898321958,1.1676242459661363,0.1844461377556367,-0.034483408363016124,1.1692281254248795,0.12109289913522402,1.1676242459661363,1,0,1363.62,1366.35,-68.24044361410618,-61.03539521560579,1368.72,1368.7,158.76416228267752,138.22875905079027
2012-03-09,2012,12.728353249675052,-0.25,-0.01964118964143161,-1.8234865061998542,-1.3777086729276502,0.3998946210995411,-0.205054019856556,0.0031425903426261993,0.4046085066134804,0.2906896066931914,0.3998946210995411,0,0,1369.29,1370.27,-165.84414434712048,-45.731436602332934,1374.53,1371.81,72.04644317182554,42.051709099194845
2012-03-12,2012,12.4513280175554,0.8600000000001273,0.06906893777013941,6.275952156812162,-78.0716108154078,-0.02810945141806853,-0.027306324234695662,-0.10601278820530945,-0.035337596068424314,0.20961619486050032,0.3003695665817253,1,0,1368.64,1370.43,-57.22639902877433,-78.0716108154078,1372.25,1372.29,196.90169060633357,127.95038775807116
