date,up_close_hhmm,hit_0786,hit_100,back_to_0382,back_to_pdc,back_to_trig,max_ext_atr,give_back_atr,close_atr,close_ge_0618,label
2021-01-06,10:00,True,True,True,False,False,1.3558305438693505,0.24320383862066663,0.5152542205697863,False,continuation
2021-02-24,12:00,True,True,False,False,False,1.0691153055724838,0.008369106636336337,1.0037654063951502,True,continuation
2021-02-26,12:00,False,False,True,True,True,0.6264340231393939,0.9837158931560532,-0.36571589315605463,False,mean_reversion
2021-03-05,13:00,True,True,False,False,False,1.4033093717618783,0.013811406029457756,1.2328280241469693,True,continuation
2021-05-06,15:30,True,False,False,False,False,0.9194066027176055,-0.04032759875590686,0.8578684222452075,True,continuation
2021-10-01,13:00,True,True,False,False,False,1.3933349031515863,0.03883403582228047,0.9777029985603328,True,continuation
2022-01-11,14:30,False,False,False,False,False,0.7542893048682912,0.06742386505964071,0.7326103695550109,True,sideways
2022-03-08,12:30,True,False,True,True,True,0.8100575231061756,0.9671203748232272,-0.32412980654282003,False,continuation
2022-07-28,13:30,False,False,False,False,False,0.7172794297873716,0.07582799877112525,0.6183845608087407,True,sideways
2022-10-13,11:00,True,True,True,False,False,1.3498364577878907,0.3025233670809424,1.151433664167657,True,continuation
2023-03-13,11:00,False,False,True,True,True,0.7210289247339207,0.742263843678264,-0.10037333167603192,False,mean_reversion
2023-03-16,11:00,True,True,False,False,False,1.1093497231397493,0.09919202248862098,1.0366982522323485,True,continuation
2023-08-25,14:00,True,False,False,False,False,0.8804244506695642,0.08828317748565143,0.6059576112437407,False,continuation
2023-10-06,11:30,True,True,False,False,False,1.3781077648716566,0.027531736004013346,1.039173963194076,True,continuation
2024-07-25,11:00,True,True,True,True,True,1.1323416666051103,1.1356870759362867,-0.4885265552014979,False,continuation
2024-11-21,12:30,False,False,False,False,False,0.7837673156076218,0.10289475492310918,0.5320662343780781,False,sideways
2024-12-20,10:30,True,True,False,False,False,2.06252733913015,3.107642169533646e-05,1.1788945619032303,True,continuation
2024-12-23,15:30,False,False,False,False,False,0.7588572067572548,0.05382008510282932,0.6624791395699332,True,sideways
2025-03-05,14:00,True,False,False,False,False,0.9722317452602628,0.04756271811937055,0.7406132169134437,True,continuation
2025-04-02,13:00,False,False,True,True,True,0.6610733095972593,0.6278778627558615,0.38428072527681184,False,mean_reversion
2025-04-07,10:00,True,True,True,True,True,1.3808151270675535,1.6043193913038085,-0.11383379388312939,False,continuation
2025-11-25,15:30,False,False,False,False,False,0.7246573266316582,0.008832393213112183,0.6199439362794474,True,sideways
