month_end,direction,open_dom,open_wom,completes,days_to_complete,days_trig_to_open,d_ema21_slope,d_px_minus_ema21,d_po,d_po_slope,d_zone,w_ema21_slope,w_po,w_po_slope,w_zone,atr_14,pmc
2017-03-31,down,27,4,False,,3,-0.0427,-14.35,-26.6,-3.73,neutral_down,0.2356,70.8,-20.85,distribution,101.52,2363.64
2017-06-30,up,19,3,False,,11,0.0658,11.63,33.3,-5.18,neutral_up,0.2837,67.0,-2.31,distribution,95.43,2411.8
2017-07-31,up,14,2,True,7.0,2,0.0253,17.88,25.8,12.03,neutral_up,0.1857,49.1,-6.35,neutral_up,92.05,2423.41
2017-08-31,down,17,3,False,,5,-0.0298,4.91,3.6,8.09,neutral,0.1208,47.7,-19.38,neutral_up,90.93,2470.3
2017-09-30,up,18,3,False,,4,0.1178,28.16,65.2,3.11,distribution,0.2736,48.7,13.02,neutral_up,89.69,2471.65
2017-10-31,up,10,2,True,8.0,4,0.1432,30.31,101.9,-11.15,extended_up,0.3699,76.5,13.91,distribution,88.49,2519.36
2017-11-30,up,28,4,True,1.0,14,0.0668,18.46,48.6,0.94,neutral_up,0.3285,84.8,4.07,distribution,86.71,2575.26
2017-12-31,up,18,3,False,,4,0.1388,42.87,76.4,11.29,distribution,0.463,112.4,9.09,extended_up,87.68,2647.58
2017-12-31,down,1,1,False,,0,0.1263,51.87,99.0,17.97,distribution,0.3285,84.8,4.07,distribution,87.68,2647.58
2018-01-31,up,3,1,True,1.0,1,0.0909,31.43,60.2,12.52,neutral_up,0.3732,110.5,-6.22,extended_up,87.81,2673.61
2018-02-28,down,2,1,True,0.0,0,0.1787,26.79,56.9,-14.58,neutral_up,0.7824,177.3,18.4,extended_up,95.77,2823.81
2018-03-31,up,9,2,True,0.0,1,0.0027,16.47,7.5,5.78,neutral,0.0728,26.7,-17.05,neutral_up,110.59,2713.83
2018-03-31,down,1,1,True,15.0,0,0.051,-12.75,4.1,-13.96,neutral,0.2824,43.8,-1.83,neutral_up,110.59,2713.83
2018-04-30,up,16,3,True,2.0,7,-0.0399,-0.61,-2.0,1.57,neutral,-0.0447,-11.4,6.48,neutral,118.12,2640.87
2018-04-30,down,2,1,True,0.0,0,-0.2958,-45.12,-46.9,14.13,neutral_down,-0.1325,-8.9,-6.19,neutral,118.12,2640.87
2018-05-31,up,9,2,True,1.0,2,-0.0161,11.54,6.4,4.12,neutral,-0.0173,-2.2,0.21,neutral,121.37,2648.05
2018-05-31,down,3,1,False,,0,-0.0301,-24.42,-14.3,-7.39,neutral,0.0053,-2.4,2.97,neutral,121.37,2648.05
2018-06-30,up,5,1,True,4.0,2,0.0481,35.19,30.5,11.89,neutral_up,0.178,19.1,3.39,neutral,123.25,2705.27
2018-07-31,up,9,2,True,1.0,1,-0.0225,21.97,7.8,20.1,neutral,0.1707,20.7,3.43,neutral,121.55,2718.37
2018-08-31,up,21,3,True,4.0,11,0.054,27.16,33.7,8.68,neutral_up,0.3073,48.7,2.23,neutral_up,123.52,2816.29
2018-10-31,down,8,2,True,2.0,2,0.0255,-18.59,-7.8,-21.26,neutral,0.1964,49.9,-13.63,neutral_up,119.96,2913.98
2018-11-30,up,7,1,True,0.0,3,-0.0725,3.68,-7.2,9.93,neutral,-0.2693,-36.3,3.44,neutral_down,135.41,2711.74
2018-11-30,down,20,3,False,,3,-0.1258,-52.58,-25.6,-11.48,neutral_down,-0.1951,-22.0,-0.73,neutral,135.41,2711.74
2018-12-31,down,4,1,True,1.0,0,0.0907,63.85,34.4,15.88,neutral_up,-0.0501,-23.1,17.56,neutral,138.89,2760.17
2019-01-31,up,8,2,True,5.0,1,-0.1454,7.85,-9.3,13.54,neutral,-0.5875,-59.0,11.02,neutral_down,161.37,2506.85
2019-01-31,down,3,1,False,,1,-0.2803,-41.35,-30.6,7.98,neutral_down,-0.8441,-70.1,2.79,accumulation,161.37,2506.85
2019-02-28,up,15,3,True,5.0,3,0.2025,56.81,60.6,-2.37,neutral_up,0.1097,4.9,5.53,neutral,168.77,2704.1
2019-03-31,up,19,3,False,,2,0.1496,52.59,62.4,8.94,distribution,0.3632,31.2,8.47,neutral_up,166.12,2784.49
2019-04-30,up,12,2,True,6.0,7,0.1664,39.32,60.4,-2.31,neutral_up,0.4893,46.9,11.97,neutral_up,164.11,2834.4
2019-05-31,down,7,1,True,2.0,3,0.0937,21.98,38.5,-7.97,neutral_up,0.4717,64.2,1.9,distribution,160.61,2945.83
2019-06-30,up,5,1,True,2.0,1,-0.2312,-24.19,-50.5,27.79,neutral_down,-0.2192,-4.3,-22.5,neutral,163.68,2752.06
2019-07-31,up,12,2,False,,6,0.1742,54.18,72.0,3.5,distribution,0.441,48.9,10.73,neutral_up,168.8,2941.76
2019-08-31,down,2,1,True,1.0,0,0.0411,-31.72,-10.9,-28.14,neutral,0.432,57.2,6.17,neutral_up,162.9,2980.38
2019-09-30,up,11,2,False,,4,0.161,47.06,42.7,0.45,neutral_up,0.248,16.7,13.42,neutral,164.94,2926.46
2019-10-31,up,28,4,False,,2,0.1144,41.95,43.3,6.44,neutral_up,0.2595,26.2,7.74,neutral_up,162.46,2976.74
2019-10-31,down,2,1,True,0.0,0,-0.0128,-29.35,-14.4,-16.08,neutral,0.1245,22.5,-6.48,neutral,162.46,2976.74
2019-11-30,up,12,2,True,10.0,6,0.1765,47.54,74.4,-5.56,distribution,0.405,48.1,10.14,neutral_up,164.72,3037.56
2019-12-31,up,19,3,True,5.0,4,0.1655,50.62,82.0,-0.19,distribution,0.4285,65.8,2.79,distribution,161.29,3140.98
2019-12-31,down,3,1,False,,0,0.1373,13.19,50.9,-29.13,neutral_up,0.4272,62.8,5.28,distribution,161.29,3140.98
2020-01-31,up,14,2,True,5.0,3,0.1485,62.28,86.1,10.5,distribution,0.5087,86.4,3.0,distribution,162.46,3230.78
2020-02-29,up,4,1,True,1.0,1,-0.0221,-16.56,-17.3,-0.32,neutral,0.252,67.8,-24.89,distribution,159.65,3225.52
2020-02-29,down,25,4,True,0.0,0,0.0345,-97.01,-27.8,-58.48,neutral_down,0.4273,78.9,-8.08,distribution,159.65,3225.52
2020-03-31,up,2,1,True,0.0,0,-0.6802,-277.91,-150.3,-10.14,extended_down,-0.7413,1.7,-77.16,neutral,186.65,2954.22
2020-03-31,down,9,2,True,0.0,1,-0.4906,-186.84,-70.3,-5.64,accumulation,-0.6143,-27.7,-29.39,neutral_down,186.65,2954.22
2020-04-30,up,6,1,True,1.0,0,-0.3762,-121.3,-28.1,-2.66,neutral_down,-1.8518,-92.5,5.91,accumulation,240.81,2584.59
2020-04-30,down,1,1,False,,0,-0.3409,-63.12,-16.6,1.6,neutral,-1.7868,-98.4,12.47,accumulation,240.81,2584.59
2020-05-31,up,26,4,False,,3,0.2803,72.27,36.4,-0.0,neutral_up,0.1405,-0.3,8.33,neutral,259.85,2912.43
2020-05-31,down,4,1,False,,1,0.3733,33.44,29.4,-16.64,neutral_up,-0.2901,-20.1,4.83,neutral,259.85,2912.43
2020-06-30,up,5,1,True,0.0,2,0.4135,130.7,76.7,-0.35,distribution,0.3893,11.6,11.9,neutral,262.86,3044.31
2020-07-31,up,13,2,True,6.0,6,0.2047,71.61,35.9,5.3,neutral_up,0.5604,28.5,7.37,neutral_up,263.19,3100.29
2020-08-31,up,11,2,True,9.0,3,0.2807,96.22,77.5,2.25,distribution,0.7786,50.4,9.57,neutral_up,257.23,3271.12
2020-09-30,down,4,1,True,1.0,1,0.31,29.28,78.6,-55.93,distribution,0.9496,72.5,12.32,distribution,256.26,3500.31
2020-10-31,up,9,2,True,1.0,3,0.112,77.6,32.8,11.78,neutral_up,0.3276,27.1,0.45,neutral_up,265.0,3363.0
2020-10-31,down,29,5,False,,1,-0.0908,-141.07,-47.0,-35.49,neutral_down,0.4844,45.0,-1.23,neutral_up,265.0,3363.0
2020-11-30,up,3,1,True,1.0,0,-0.2799,-73.19,-49.5,8.9,neutral_down,-0.0766,19.4,-25.56,neutral,268.64,3269.96
2020-12-31,up,28,4,False,,15,0.1023,37.43,29.9,2.61,neutral_up,0.5952,61.5,-1.61,neutral_up,276.31,3621.63
2021-01-31,up,20,3,False,,7,0.1359,47.31,35.1,2.67,neutral_up,0.5594,66.0,-6.49,distribution,266.47,3756.07
2021-02-28,up,2,1,True,3.0,1,-0.0224,-4.85,-10.1,7.07,neutral,0.3206,51.5,-18.56,neutral_up,262.31,3714.24
2021-03-31,up,1,1,True,11.0,0,-0.0179,-55.57,-18.6,-16.93,neutral,0.3284,52.1,-16.58,neutral_up,260.44,3811.15
2021-04-30,up,5,1,True,6.0,0,0.147,87.01,42.4,13.83,neutral_up,0.5855,60.0,5.92,neutral_up,261.2,3972.89
2021-05-31,down,12,2,False,,1,0.0894,-4.95,17.6,-21.53,neutral,0.6995,88.8,2.73,distribution,260.11,4181.17
2021-06-30,up,30,5,False,,4,0.1139,55.23,55.0,3.23,neutral_up,0.489,59.9,7.79,neutral_up,254.47,4204.11
2021-07-31,up,13,2,False,,5,0.1705,88.68,78.9,7.63,distribution,0.5672,77.3,5.31,distribution,246.15,4297.5
2021-08-31,up,23,4,False,,7,0.0438,24.57,14.0,9.26,neutral,0.4285,72.6,-6.31,distribution,242.63,4395.26
2021-09-30,down,17,3,True,1.0,5,-0.032,-3.78,-6.0,2.48,neutral,0.3264,68.7,-14.19,distribution,237.41,4522.68
2021-10-31,up,7,1,True,6.0,4,-0.1657,-32.48,-32.2,12.81,neutral_down,0.0441,27.8,-21.29,neutral_up,237.59,4307.54
2021-11-30,up,5,1,False,,2,0.2492,133.75,103.9,9.0,extended_up,0.4612,55.5,13.32,neutral_up,244.13,4605.38
2021-12-31,up,7,1,True,7.0,4,-0.1453,-21.95,-25.1,13.56,neutral_down,0.1189,36.7,-20.09,neutral_up,239.83,4567.0
2022-01-31,down,6,1,True,2.0,1,0.1252,-15.7,19.7,-28.95,neutral,0.4414,52.6,6.53,neutral_up,245.11,4766.18
2022-02-28,down,11,2,True,5.0,5,-0.0223,-25.56,-1.5,-8.38,neutral,-0.0955,-12.7,2.81,neutral,270.17,4515.55
2022-03-31,up,22,4,True,4.0,2,0.1428,112.73,34.9,6.67,neutral_up,0.0024,-21.2,21.37,neutral,285.21,4373.94
2022-03-31,down,7,1,True,1.0,4,-0.1266,-67.17,-20.7,-3.94,neutral,-0.3669,-30.4,-3.61,neutral_down,285.21,4373.94
2022-04-30,down,11,2,True,8.0,3,0.0775,5.19,7.5,-5.0,neutral,0.0241,3.9,-1.68,neutral,299.08,4530.41
2022-05-31,up,4,1,False,,0,-0.3899,-141.9,-60.0,6.24,neutral_down,-0.7036,-40.2,-18.7,neutral_down,311.23,4131.93
2022-05-31,down,9,2,True,2.0,0,-0.3145,-161.01,-47.9,-6.0,neutral_down,-0.6599,-46.8,-6.53,neutral_down,311.23,4131.93
2022-06-30,down,10,2,True,0.0,1,0.0316,-72.8,-7.1,-19.39,neutral,-0.435,-38.8,6.66,neutral_down,324.52,4132.15
2022-07-31,up,8,2,True,9.0,2,-0.0832,33.19,-0.1,12.92,neutral,-0.8274,-54.7,1.95,neutral_down,339.92,3785.38
2022-08-31,up,12,2,False,,1,0.2997,141.71,68.7,2.77,distribution,0.1246,-1.7,10.69,neutral,345.54,4130.29
2022-08-31,down,30,5,False,,1,-0.0929,-105.87,-35.6,-19.04,neutral_down,-0.1425,3.1,-13.67,neutral,345.54,4130.29
2022-09-30,up,12,2,False,,1,-0.2054,14.37,-15.8,22.78,neutral,-0.0687,-9.8,4.67,neutral,347.34,3955.0
2022-09-30,down,21,3,True,2.0,3,-0.3046,-132.15,-55.3,-5.4,neutral_down,-0.5209,-22.7,-12.92,neutral,347.34,3955.0
2022-10-31,up,4,1,True,14.0,1,-0.5147,-129.52,-70.8,18.98,accumulation,-1.153,-56.7,-15.5,neutral_down,360.75,3585.62
2022-11-30,up,15,3,False,,3,0.2508,132.44,51.0,1.08,neutral_up,0.2094,-4.2,18.32,neutral,364.55,3871.98
2022-11-30,down,3,1,False,,1,0.1911,-17.71,14.9,-21.86,neutral,-0.0331,-22.6,20.38,neutral,364.55,3871.98
2022-12-31,down,6,1,True,8.0,1,0.2298,36.09,37.0,-19.34,neutral_up,0.3285,17.2,6.97,neutral,365.79,4080.11
2023-01-31,up,12,2,True,10.0,3,0.0543,83.88,27.3,15.96,neutral_up,-0.0456,-7.4,3.91,neutral,363.69,3839.5
2023-03-31,up,31,5,False,,19,0.0749,71.92,27.8,11.73,neutral_up,0.0071,-3.8,4.37,neutral,351.51,3970.15
2023-03-31,down,13,2,False,,1,-0.1456,-137.34,-55.2,-20.71,neutral_down,-0.2885,-5.6,-17.67,neutral,351.51,3970.15
2023-06-30,up,9,2,True,3.0,5,0.215,88.87,64.6,3.84,distribution,0.4416,40.0,9.02,neutral_up,321.1,4179.83
2023-07-31,up,19,3,False,,3,0.2322,125.12,96.1,10.43,distribution,0.608,67.7,8.39,distribution,318.65,4450.38
2023-08-31,down,8,2,True,7.0,4,0.015,9.0,0.4,6.88,neutral,0.3846,64.9,-14.74,distribution,311.75,4588.96
2023-09-30,down,21,3,True,1.0,10,-0.0315,-56.16,-27.8,-17.27,neutral_down,0.1873,29.3,-4.08,neutral_up,307.6,4507.66
2023-10-31,down,26,4,False,,3,-0.213,-114.0,-56.6,-11.49,neutral_down,-0.2696,-20.4,-12.49,neutral,307.24,4288.05
2023-11-30,up,2,1,True,3.0,0,-0.2232,-15.61,-31.2,21.76,neutral_down,-0.4873,-38.5,-18.08,neutral_down,306.0,4193.8
2023-12-31,up,13,2,True,4.0,1,0.1749,104.88,82.2,8.82,distribution,0.4293,54.2,4.71,neutral_up,312.27,4567.8
2024-01-31,up,24,4,False,,2,0.1459,101.73,75.1,9.13,distribution,0.5717,80.4,5.83,distribution,307.59,4769.83
2024-02-29,up,2,1,True,6.0,0,0.1771,79.21,61.5,2.09,neutral_up,0.6094,88.0,7.52,distribution,303.41,4845.65
2024-03-31,up,20,3,False,,8,0.119,76.2,45.7,7.92,neutral_up,0.5648,95.1,-7.44,distribution,300.69,5096.27
2024-04-30,down,10,2,True,3.0,6,0.0292,26.22,16.1,2.3,neutral,0.531,94.8,-10.61,distribution,294.07,5254.35
2024-05-31,up,6,1,True,4.0,1,-0.0341,39.73,1.2,19.85,neutral,0.2947,40.6,1.33,neutral_up,295.24,5035.69
2024-06-30,up,12,2,True,3.0,5,0.1529,83.62,55.5,3.25,neutral_up,0.4667,66.6,3.32,distribution,297.78,5277.51
2024-07-31,up,8,2,True,4.0,2,0.1513,121.18,82.0,13.19,distribution,0.6226,91.0,9.93,distribution,297.18,5460.48
2024-08-31,up,22,4,False,,3,0.2485,146.79,59.6,4.54,neutral_up,0.4095,37.4,14.02,neutral_up,295.86,5522.3
2024-08-31,down,2,1,True,0.0,1,-0.0689,-50.28,-16.9,-6.14,neutral,0.2998,62.9,-18.45,distribution,295.86,5522.3
2024-09-30,down,3,1,True,3.0,0,0.1598,106.62,42.6,7.7,neutral_up,0.4725,57.5,6.24,neutral_up,312.75,5648.4
2024-11-30,up,6,1,True,0.0,1,-0.0579,7.43,-13.0,17.36,neutral,0.2487,50.0,-14.86,neutral_up,308.47,5705.45
2024-12-31,down,18,3,True,2.0,0,0.0831,30.34,31.6,-8.2,neutral_up,0.4634,74.1,-2.98,distribution,311.27,6032.38
2025-01-31,up,6,1,True,10.0,0,-0.1065,-21.91,-25.1,14.82,neutral_down,0.2147,38.7,-8.47,neutral_up,308.15,5881.63
2025-02-28,down,25,4,True,3.0,15,0.0297,-71.55,-16.7,-21.26,neutral,0.1589,30.6,-9.41,neutral_up,311.49,6040.53
2025-03-31,down,3,1,True,1.0,0,-0.1561,-61.0,-41.9,14.42,neutral_down,0.0563,18.9,-11.66,neutral,311.37,5954.5
2025-04-30,down,3,1,True,0.0,0,-0.147,-35.73,-21.9,9.55,neutral,-0.4599,-40.8,-8.76,neutral_down,324.65,5611.85
2025-05-31,up,8,2,True,2.0,5,0.2503,111.45,30.4,-1.01,neutral_up,0.0177,-19.6,20.9,neutral,362.91,5569.06
2025-06-30,up,11,2,True,10.0,4,0.2089,147.17,58.4,6.36,neutral_up,0.412,27.4,8.31,neutral_up,365.53,5911.69
2025-07-31,up,23,4,False,,6,0.1594,95.53,63.8,-0.79,distribution,0.5688,59.3,2.57,neutral_up,364.68,6204.95
2025-08-31,up,13,2,False,,1,0.111,121.07,51.3,16.77,neutral_up,0.5498,58.2,4.46,neutral_up,356.42,6339.39
2025-09-30,up,12,2,True,6.0,2,0.1157,123.33,61.3,16.46,neutral_up,0.4749,61.5,-1.73,neutral_up,352.07,6460.26
2025-10-31,up,27,4,True,1.0,1,0.1026,106.41,37.4,12.55,neutral_up,0.5564,68.6,9.08,distribution,351.13,6688.46
2025-10-31,down,10,2,False,,0,0.1345,76.44,59.1,-6.28,neutral_up,0.5793,78.2,3.74,distribution,351.13,6688.46
2025-11-30,down,7,1,True,7.0,1,0.0533,-40.72,0.6,-19.63,neutral,0.5667,74.8,6.14,distribution,352.45,6840.2
2026-01-31,up,9,2,False,,3,0.07,48.97,30.0,-1.26,neutral_up,0.2834,46.4,-5.74,neutral_up,343.9,6845.5
2026-02-28,down,5,1,False,,1,0.019,-39.82,-4.8,-13.51,neutral,0.2706,43.4,-2.0,neutral_up,334.56,6939.03
2026-03-31,down,3,1,True,4.0,1,0.0085,-13.0,-3.0,-2.31,neutral,0.1224,22.1,-4.08,neutral,326.24,6878.88
2026-04-30,up,8,2,True,0.0,2,-0.0415,7.33,-3.8,6.21,neutral,-0.1844,-34.2,12.74,neutral_down,344.66,6528.52
