gap_bin,n_days,median_abs_gap_pct,median_abs_d_open,median_abs_d_noon,median_abs_d_eod,pct_converged_eod,pct_converged_half_eod,fast_mismatch_open_pct,slow_mismatch_open_pct,lt_mismatch_open_pct,mean_dpo_spy_full,mean_dpo_spx_full,mean_morning_ret_pct,mean_afternoon_ret_pct
<0.25%,1912,0.11821960706259098,38.51797382555243,11.486598494908229,4.5037071569611715,91.99790794979079,84.93723849372385,44.97907949790795,35.66945606694561,17.05020920502092,3.7783156019895663,-4.433375253845689,-0.0010199354449351224,0.00868300414465995
0.25-0.5%,1185,0.35358405657344727,37.87055910294989,17.42120281162351,4.55960774264323,92.82700421940928,84.9789029535865,35.44303797468354,39.49367088607595,27.257383966244724,-2.123681017014766,-8.16948109291326,0.002020468559721139,-0.014457401210852044
0.5-1%,924,0.6742018632963764,42.47804983291001,25.71264059152264,5.349076836645966,92.64069264069265,84.84848484848484,31.277056277056275,40.36796536796537,32.57575757575758,-0.7982513054401148,-1.9737971893880941,0.007199743682565159,0.03542452822016115
>=1%,506,1.3612681121499992,47.99399247490068,33.39402007981026,6.236684808663975,93.08300395256917,85.37549407114624,25.889328063241106,35.77075098814229,35.177865612648226,8.613842092475528,13.14669671172105,0.043595301885620344,0.07685248353110961
