regime,n,median_gap_pct,mean_morning_ret_pct,morning_up_rate_pct,mean_afternoon_ret_pct,afternoon_up_rate_pct,mean_full_ret_pct
SPY_fast_bull & SPX_fast_bear,231,0.6394002866277285,-0.03985987384062448,53.67965367965368,0.3201688431995304,61.038961038961034,0.27735680452862504
SPY_fast_bear & SPX_fast_bull,189,-0.646189253784194,-0.027949812672722566,49.735449735449734,-0.11611342131902795,46.56084656084656,-0.14421498467614596
Both_fast_bull,532,0.7757961709883981,0.0834847506148587,60.526315789473685,0.01324883255047638,55.26315789473685,0.09781875490598507
Both_fast_bear,478,-0.8761575449314776,-0.002535472715401517,48.11715481171548,0.02627128802410402,52.09205020920502,0.024215747603880157
