week_end,direction,open_dow,open_dow_name,remaining_sessions,completes,same_day_complete,comp_dow,comp_dow_name,days_to_complete,cont_786,cont_100,atr_14,pwc
2007-03-16,down,1,Tue,4,True,True,1.0,Tue,0.0,True,True,27.52,1402.85
2007-03-23,up,0,Mon,5,True,False,1.0,Tue,1.0,True,True,28.8,1386.95
2007-03-30,down,0,Mon,5,True,False,2.0,Wed,2.0,True,False,30.45,1436.11
2007-04-06,up,1,Tue,3,True,True,1.0,Tue,0.0,True,False,30.33,1420.86
2007-04-20,up,0,Mon,5,True,False,1.0,Tue,1.0,True,True,29.41,1452.85
2007-04-27,up,2,Wed,3,False,False,,,,False,False,29.59,1484.35
2007-05-04,up,4,Fri,1,False,False,,,,False,False,29.21,1494.07
2007-05-04,down,0,Mon,5,False,False,,,,False,False,29.21,1494.07
2007-05-11,down,3,Thu,2,False,False,,,,False,False,29.53,1505.62
2007-05-18,up,3,Thu,2,False,False,,,,False,False,29.02,1505.85
2007-05-25,down,3,Thu,2,False,False,,,,False,False,28.69,1522.75
2007-06-01,up,2,Wed,3,True,False,3.0,Thu,1.0,True,False,28.59,1515.73
2007-06-08,down,2,Wed,3,True,True,2.0,Wed,0.0,True,True,28.72,1536.34
2007-06-15,up,3,Thu,2,True,False,4.0,Fri,1.0,True,True,30.47,1507.67
2007-06-15,down,1,Tue,4,False,False,,,,False,False,30.47,1507.67
2007-06-22,down,2,Wed,3,True,True,2.0,Wed,0.0,True,True,31.58,1532.91
2007-06-29,up,3,Thu,2,False,False,,,,False,False,31.94,1502.56
2007-06-29,down,2,Wed,3,False,False,,,,False,False,31.94,1502.56
2007-07-06,up,0,Mon,4,True,False,1.0,Tue,1.0,True,False,32.04,1503.35
2007-07-13,up,3,Thu,2,True,False,4.0,Fri,1.0,False,False,31.82,1530.44
2007-07-13,down,1,Tue,4,True,True,1.0,Tue,0.0,False,False,31.82,1530.44
2007-07-20,down,2,Wed,3,True,False,4.0,Fri,2.0,False,False,33.05,1552.5
2007-07-27,up,0,Mon,5,False,False,,,,False,False,32.6,1534.1
2007-07-27,down,1,Tue,4,True,True,1.0,Tue,0.0,True,True,32.6,1534.1
2007-08-03,up,0,Mon,5,True,False,1.0,Tue,1.0,True,False,36.57,1458.95
2007-08-03,down,2,Wed,3,True,False,4.0,Fri,2.0,False,False,36.57,1458.95
2007-08-10,up,0,Mon,5,True,True,0.0,Mon,0.0,True,True,37.93,1433.06
2007-08-17,down,1,Tue,4,True,True,1.0,Tue,0.0,True,True,40.68,1453.64
2007-08-24,up,2,Wed,3,True,False,4.0,Fri,2.0,False,False,44.61,1445.94
2007-08-31,down,1,Tue,4,True,True,1.0,Tue,0.0,True,True,44.91,1479.37
2007-09-07,up,1,Tue,4,False,False,,,,False,False,45.24,1473.99
2007-09-07,down,4,Fri,1,False,False,,,,False,False,45.24,1473.99
2007-09-14,up,1,Tue,4,True,False,3.0,Thu,2.0,True,False,45.39,1453.55
2007-09-21,up,1,Tue,4,True,True,1.0,Tue,0.0,True,True,45.74,1484.25
2007-09-28,down,1,Tue,4,False,False,,,,False,False,47.25,1525.75
2007-10-05,up,0,Mon,5,True,False,4.0,Fri,4.0,False,False,45.78,1526.75
2007-10-12,up,3,Thu,2,False,False,,,,False,False,45.02,1557.59
2007-10-19,down,0,Mon,5,True,False,2.0,Wed,2.0,True,True,43.9,1561.8
2007-10-26,up,1,Tue,4,True,False,4.0,Fri,3.0,False,False,45.37,1500.63
2007-11-02,up,2,Wed,3,False,False,,,,False,False,45.41,1535.28
2007-11-02,down,3,Thu,2,True,True,3.0,Thu,0.0,True,False,45.41,1535.28
2007-11-09,down,0,Mon,5,True,False,2.0,Wed,2.0,True,True,46.47,1509.65
2007-11-16,up,1,Tue,4,True,False,2.0,Wed,1.0,True,False,48.31,1453.7
2007-11-23,down,0,Mon,4,True,False,1.0,Tue,1.0,True,False,48.69,1458.74
2007-11-30,up,2,Wed,3,True,True,2.0,Wed,0.0,True,False,48.29,1440.7
2007-11-30,down,0,Mon,5,True,True,0.0,Mon,0.0,False,False,48.29,1440.7
2007-12-07,up,3,Thu,2,False,False,,,,False,False,50.76,1481.14
2007-12-07,down,1,Tue,4,False,False,,,,False,False,50.76,1481.14
2007-12-14,down,1,Tue,4,True,False,2.0,Wed,1.0,False,False,50.7,1504.66
2007-12-21,down,0,Mon,5,True,False,1.0,Tue,1.0,False,False,51.07,1467.95
2008-01-04,down,2,Wed,3,True,True,2.0,Wed,0.0,True,True,49.27,1478.49
2008-01-11,down,1,Tue,4,True,False,2.0,Wed,1.0,False,False,50.56,1411.63
2008-01-18,down,1,Tue,4,True,False,2.0,Wed,1.0,True,True,50.63,1401.02
2008-01-25,up,3,Thu,2,True,False,4.0,Fri,1.0,True,False,54.54,1325.19
2008-01-25,down,1,Tue,4,True,True,1.0,Tue,0.0,True,True,54.54,1325.19
2008-02-01,up,0,Mon,5,True,False,2.0,Wed,2.0,True,True,57.68,1330.61
2008-02-08,down,1,Tue,4,True,True,1.0,Tue,0.0,True,True,58.83,1395.42
2008-02-15,up,1,Tue,4,True,False,2.0,Wed,1.0,False,False,60.25,1331.29
2008-02-22,down,4,Fri,1,False,False,,,,False,False,59.44,1349.99
2008-02-29,up,1,Tue,4,False,False,,,,False,False,58.11,1353.11
2008-02-29,down,4,Fri,1,False,False,,,,False,False,58.11,1353.11
2008-03-07,down,1,Tue,4,True,False,4.0,Fri,3.0,True,False,58.46,1330.63
2008-03-14,up,1,Tue,4,True,False,2.0,Wed,1.0,False,False,58.69,1293.37
2008-03-21,up,1,Tue,3,True,True,1.0,Tue,0.0,True,False,58.83,1288.14
2008-03-21,down,0,Mon,4,False,False,,,,False,False,58.83,1288.14
2008-03-28,up,0,Mon,5,False,False,,,,False,False,60.67,1329.51
2008-04-04,up,1,Tue,4,True,True,1.0,Tue,0.0,True,True,59.67,1315.22
2008-04-11,down,4,Fri,1,True,True,4.0,Fri,0.0,False,False,60.27,1370.4
2008-04-18,up,2,Wed,3,True,False,4.0,Fri,2.0,True,True,59.93,1332.83
2008-05-02,up,4,Fri,1,False,False,,,,False,False,58.51,1397.84
2008-05-09,down,2,Wed,3,False,False,,,,False,False,57.17,1413.9
2008-05-16,up,2,Wed,3,True,False,3.0,Thu,1.0,False,False,55.76,1388.28
2008-05-23,down,2,Wed,3,True,True,2.0,Wed,0.0,True,False,54.61,1425.35
2008-05-30,up,3,Thu,2,False,False,,,,False,False,55.46,1375.93
2008-06-06,down,0,Mon,5,True,False,4.0,Fri,4.0,False,False,53.87,1400.38
2008-06-13,down,2,Wed,3,False,False,,,,False,False,53.18,1360.68
2008-06-20,down,2,Wed,3,True,False,4.0,Fri,2.0,True,False,52.19,1360.03
2008-06-27,down,3,Thu,2,True,True,3.0,Thu,0.0,True,False,52.18,1317.93
2008-07-04,down,3,Thu,1,False,False,,,,False,False,53.0,1278.38
2008-07-11,down,0,Mon,5,True,False,4.0,Fri,4.0,False,False,52.08,1262.9
2008-07-18,up,3,Thu,2,False,False,,,,False,False,52.08,1239.49
2008-07-18,down,1,Tue,4,True,True,1.0,Tue,0.0,False,False,52.08,1239.49
2008-07-25,up,2,Wed,3,False,False,,,,False,False,52.78,1260.68
2008-08-01,up,2,Wed,3,False,False,,,,False,False,52.03,1257.76
2008-08-01,down,0,Mon,5,False,False,,,,False,False,52.03,1257.76
2008-08-08,up,1,Tue,4,True,False,4.0,Fri,3.0,False,False,51.93,1260.31
2008-08-15,down,2,Wed,3,False,False,,,,False,False,51.82,1296.32
2008-08-22,down,0,Mon,5,True,False,1.0,Tue,1.0,False,False,50.85,1298.2
2008-08-29,down,0,Mon,5,False,False,,,,False,False,50.01,1292.2
2008-09-05,up,1,Tue,4,False,False,,,,False,False,49.11,1282.83
2008-09-05,down,3,Thu,2,True,True,3.0,Thu,0.0,True,True,49.11,1282.83
2008-09-12,up,0,Mon,5,True,True,0.0,Mon,0.0,False,False,51.74,1242.31
2008-09-12,down,2,Wed,3,False,False,,,,False,False,51.74,1242.31
2008-09-19,down,0,Mon,5,True,True,0.0,Mon,0.0,True,True,52.53,1251.7
2008-09-26,down,0,Mon,5,True,True,0.0,Mon,0.0,True,True,58.18,1255.08
2008-10-03,down,0,Mon,5,True,True,0.0,Mon,0.0,True,True,59.42,1213.27
2008-10-10,down,0,Mon,5,True,True,0.0,Mon,0.0,True,True,63.4,1099.23
2008-10-17,up,0,Mon,5,True,True,0.0,Mon,0.0,True,True,77.4,899.22
2008-10-17,down,3,Thu,2,False,False,,,,False,False,77.4,899.22
2008-10-24,up,0,Mon,5,False,False,,,,False,False,84.62,940.55
2008-10-24,down,2,Wed,3,True,True,2.0,Wed,0.0,True,True,84.62,940.55
2008-10-31,up,1,Tue,4,True,True,1.0,Tue,0.0,True,True,88.05,876.77
2008-11-07,up,1,Tue,4,False,False,,,,False,False,91.7,968.75
2008-11-07,down,3,Thu,2,True,True,3.0,Thu,0.0,False,False,91.7,968.75
2008-11-14,down,1,Tue,4,True,False,2.0,Wed,1.0,True,True,92.85,930.99
2008-11-21,down,1,Tue,4,True,False,2.0,Wed,1.0,True,True,95.73,873.29
2008-11-28,up,0,Mon,4,True,True,0.0,Mon,0.0,True,False,98.99,800.03
2008-12-05,down,0,Mon,5,True,True,0.0,Mon,0.0,True,False,98.79,896.24
2008-12-12,up,0,Mon,5,False,False,,,,False,False,97.49,876.07
2008-12-19,up,2,Wed,3,False,False,,,,False,False,95.32,879.73
2009-01-02,up,2,Wed,2,True,False,4.0,Fri,1.0,False,False,88.45,872.8
2009-01-09,down,3,Thu,2,False,False,,,,False,False,87.68,931.8
2009-01-16,down,2,Wed,3,True,True,2.0,Wed,0.0,True,False,85.38,890.35
2009-01-23,down,1,Tue,4,False,False,,,,False,False,84.52,850.12
2009-01-30,up,2,Wed,3,False,False,,,,False,False,81.76,831.95
2009-02-06,up,4,Fri,1,False,False,,,,False,False,79.93,825.88
2009-02-13,down,1,Tue,4,True,False,3.0,Thu,2.0,False,False,78.36,868.6
2009-02-20,down,1,Tue,4,True,False,3.0,Thu,2.0,True,False,77.54,826.84
2009-02-27,down,4,Fri,1,False,False,,,,False,False,77.19,770.05
2009-03-06,down,0,Mon,5,True,False,3.0,Thu,3.0,True,False,74.93,735.09
2009-03-13,up,1,Tue,4,True,False,2.0,Wed,1.0,True,True,74.46,683.38
2009-03-20,up,2,Wed,3,True,False,3.0,Thu,1.0,False,False,75.24,756.55
2009-03-27,up,0,Mon,5,True,True,0.0,Mon,0.0,True,False,73.67,768.54
2009-04-03,up,3,Thu,2,False,False,,,,False,False,73.01,815.94
2009-04-03,down,0,Mon,5,False,False,,,,False,False,73.01,815.94
2009-04-10,down,1,Tue,3,False,False,,,,False,False,72.5,842.5
2009-04-24,down,0,Mon,5,True,False,1.0,Tue,1.0,False,False,68.18,869.6
2009-05-08,up,0,Mon,5,True,False,2.0,Wed,2.0,True,False,64.74,877.52
2009-05-15,down,1,Tue,4,True,False,2.0,Wed,1.0,True,False,63.88,929.23
2009-05-22,up,0,Mon,5,True,False,2.0,Wed,2.0,False,False,62.91,882.88
2009-05-29,up,1,Tue,4,False,False,,,,False,False,61.63,887.0
2009-06-05,up,0,Mon,5,False,False,,,,False,False,59.98,919.14
2009-06-19,down,0,Mon,5,True,False,2.0,Wed,2.0,False,False,56.01,946.21
2009-06-26,down,0,Mon,5,False,False,,,,False,False,55.04,921.23
2009-07-03,down,3,Thu,1,False,False,,,,False,False,53.47,918.9
2009-07-10,down,2,Wed,3,False,False,,,,False,False,52.19,896.42
2009-07-17,up,0,Mon,5,True,False,2.0,Wed,2.0,True,True,50.56,879.13
2009-07-24,up,3,Thu,2,True,True,3.0,Thu,0.0,False,False,51.85,940.38
2009-08-07,up,1,Tue,4,True,False,4.0,Fri,3.0,False,False,49.32,987.48
2009-08-21,up,4,Fri,1,False,False,,,,False,False,46.04,1004.09
2009-08-21,down,0,Mon,5,False,False,,,,False,False,46.04,1004.09
2009-09-04,down,1,Tue,4,True,True,1.0,Tue,0.0,True,False,44.61,1028.93
2009-09-11,up,2,Wed,3,True,False,3.0,Thu,1.0,False,False,44.07,1016.4
2009-09-18,up,2,Wed,3,True,False,3.0,Thu,1.0,False,False,43.19,1042.73
2009-09-25,down,3,Thu,2,True,False,4.0,Fri,1.0,False,False,42.94,1068.3
2009-10-02,up,0,Mon,5,False,False,,,,False,False,42.66,1044.38
2009-10-02,down,4,Fri,1,False,False,,,,False,False,42.66,1044.38
2009-10-09,up,0,Mon,5,True,False,1.0,Tue,1.0,True,True,43.16,1025.21
2009-10-16,up,2,Wed,3,False,False,,,,False,False,43.39,1071.49
2009-10-30,down,1,Tue,4,True,False,2.0,Wed,1.0,True,True,41.32,1079.6
2009-11-06,up,2,Wed,3,True,False,3.0,Thu,1.0,True,False,42.54,1036.19
2009-11-13,up,0,Mon,5,True,False,1.0,Tue,1.0,True,False,42.51,1069.3
2009-11-20,up,0,Mon,5,False,False,,,,False,False,42.05,1093.48
2009-11-27,up,0,Mon,4,False,False,,,,False,False,40.96,1091.38
2009-12-04,up,1,Tue,4,True,False,3.0,Thu,2.0,False,False,40.08,1091.49
2009-12-11,down,1,Tue,4,False,False,,,,False,False,39.57,1105.98
2009-12-25,up,0,Mon,4,True,False,3.0,Thu,3.0,False,False,37.36,1102.47
2010-01-08,up,0,Mon,5,True,False,2.0,Wed,2.0,True,False,34.92,1115.1
2010-01-15,down,4,Fri,1,False,False,,,,False,False,34.59,1144.98
2010-01-22,up,1,Tue,4,False,False,,,,False,False,33.48,1136.03
2010-01-22,down,3,Thu,2,True,True,3.0,Thu,0.0,True,True,33.48,1136.03
2010-01-29,down,4,Fri,1,False,False,,,,False,False,35.39,1091.76
2010-02-05,up,0,Mon,5,True,False,1.0,Tue,1.0,True,False,35.15,1073.87
2010-02-05,down,4,Fri,1,True,True,4.0,Fri,0.0,True,False,35.15,1073.87
2010-02-19,up,1,Tue,4,True,False,2.0,Wed,1.0,True,True,35.99,1075.51
2010-02-26,down,1,Tue,4,True,False,3.0,Thu,2.0,False,False,36.05,1109.17
2010-03-05,up,1,Tue,4,True,False,4.0,Fri,3.0,True,False,35.35,1104.49
2010-03-12,up,4,Fri,1,False,False,,,,False,False,35.32,1138.7
2010-03-19,up,2,Wed,3,False,False,,,,False,False,34.12,1149.99
2010-03-26,up,1,Tue,4,False,False,,,,False,False,33.71,1159.9
2010-04-02,up,3,Thu,1,False,False,,,,False,False,33.29,1166.59
2010-04-09,up,1,Tue,4,False,False,,,,False,False,32.03,1178.1
2010-04-16,up,2,Wed,3,True,False,3.0,Thu,1.0,False,False,31.14,1194.37
2010-04-23,up,1,Tue,4,True,False,4.0,Fri,3.0,True,False,30.85,1192.13
2010-04-30,down,1,Tue,4,True,True,1.0,Tue,0.0,True,True,31.05,1217.28
2010-05-07,up,0,Mon,5,False,False,,,,False,False,31.56,1186.69
2010-05-07,down,1,Tue,4,True,False,2.0,Wed,1.0,True,True,31.56,1186.69
2010-05-14,up,0,Mon,5,True,True,0.0,Mon,0.0,True,True,39.26,1110.88
2010-05-21,down,0,Mon,5,True,False,2.0,Wed,2.0,True,True,40.93,1135.68
2010-05-28,down,1,Tue,4,True,True,1.0,Tue,0.0,True,True,44.63,1087.69
2010-06-04,down,1,Tue,4,True,False,4.0,Fri,3.0,False,False,45.93,1089.41
2010-06-11,up,3,Thu,2,False,False,,,,False,False,45.87,1064.88
2010-06-11,down,1,Tue,4,False,False,,,,False,False,45.87,1064.88
2010-06-18,up,1,Tue,4,True,False,4.0,Fri,3.0,False,False,46.17,1091.6
2010-06-25,down,1,Tue,4,True,False,2.0,Wed,1.0,True,True,45.16,1117.51
2010-07-02,down,1,Tue,4,True,True,1.0,Tue,0.0,True,True,46.46,1076.76
2010-07-09,up,1,Tue,4,True,False,2.0,Wed,1.0,True,True,48.26,1022.58
2010-07-16,up,1,Tue,4,False,False,,,,False,False,49.09,1077.96
2010-07-23,up,1,Tue,4,True,False,3.0,Thu,2.0,True,False,48.16,1064.88
2010-08-06,up,0,Mon,5,False,False,,,,False,False,46.99,1101.6
2010-08-13,down,2,Wed,3,True,True,2.0,Wed,0.0,True,False,45.57,1121.64
2010-08-20,up,1,Tue,4,False,False,,,,False,False,46.07,1079.25
2010-08-27,down,1,Tue,4,True,False,2.0,Wed,1.0,False,False,45.37,1071.69
2010-09-03,up,3,Thu,2,True,False,4.0,Fri,1.0,True,False,45.12,1064.59
2010-09-03,down,1,Tue,4,False,False,,,,False,False,45.12,1064.59
2010-09-17,up,1,Tue,4,False,False,,,,False,False,44.57,1109.55
2010-09-24,up,0,Mon,5,False,False,,,,False,False,42.95,1125.59
2010-10-01,down,1,Tue,4,False,False,,,,False,False,41.75,1148.67
2010-10-08,up,1,Tue,4,False,False,,,,False,False,40.56,1146.24
2010-10-15,up,2,Wed,3,False,False,,,,False,False,40.22,1165.15
2010-10-22,down,1,Tue,4,False,False,,,,False,False,39.4,1176.19
2010-11-05,up,2,Wed,3,True,False,3.0,Thu,1.0,True,True,37.69,1183.26
2010-11-12,down,1,Tue,4,True,False,4.0,Fri,3.0,True,False,38.53,1225.85
2010-11-19,down,1,Tue,4,True,True,1.0,Tue,0.0,False,False,38.11,1199.21
2010-11-26,down,0,Mon,4,False,False,,,,False,False,37.85,1199.73
2010-12-03,up,2,Wed,3,True,False,3.0,Thu,1.0,True,False,36.78,1189.4
2010-12-03,down,0,Mon,5,False,False,,,,False,False,36.78,1189.4
2010-12-10,up,4,Fri,1,False,False,,,,False,False,37.86,1224.71
2010-12-24,up,2,Wed,2,False,False,,,,False,False,35.02,1243.91
2011-01-07,up,0,Mon,5,True,False,2.0,Wed,2.0,False,False,32.18,1257.64
2011-01-14,up,2,Wed,3,True,False,4.0,Fri,2.0,False,False,31.35,1271.5
2011-01-21,down,2,Wed,3,True,False,3.0,Thu,1.0,False,False,31.33,1293.24
2011-01-28,up,2,Wed,3,True,False,4.0,Fri,2.0,False,False,30.86,1283.35
2011-02-04,up,1,Tue,4,True,True,1.0,Tue,0.0,True,True,30.63,1276.34
2011-02-11,up,0,Mon,5,True,False,4.0,Fri,4.0,False,False,30.91,1310.87
2011-02-18,up,3,Thu,2,False,False,,,,False,False,30.13,1329.15
2011-02-25,down,1,Tue,4,True,True,1.0,Tue,0.0,True,True,29.37,1343.01
2011-03-04,up,1,Tue,4,False,False,,,,False,False,30.75,1319.88
2011-03-04,down,1,Tue,4,False,False,,,,False,False,30.75,1319.88
2011-03-11,down,0,Mon,5,True,False,3.0,Thu,3.0,True,False,30.68,1321.15
2011-03-18,down,0,Mon,5,True,False,1.0,Tue,1.0,True,True,31.03,1304.28
2011-03-25,up,0,Mon,5,True,True,0.0,Mon,0.0,True,True,32.76,1279.2
2011-04-01,up,2,Wed,3,True,False,4.0,Fri,2.0,False,False,33.28,1313.8
2011-04-15,down,1,Tue,4,True,False,3.0,Thu,2.0,True,False,32.04,1328.17
2011-04-22,up,2,Wed,2,False,False,,,,False,False,31.99,1319.68
2011-04-22,down,0,Mon,4,True,True,0.0,Mon,0.0,False,False,31.99,1319.68
2011-04-29,up,2,Wed,3,True,False,3.0,Thu,1.0,True,False,32.76,1337.38
2011-05-06,down,1,Tue,4,True,False,2.0,Wed,1.0,True,True,32.78,1363.61
2011-05-13,up,1,Tue,4,False,False,,,,False,False,33.4,1340.2
2011-05-20,down,1,Tue,4,False,False,,,,False,False,32.97,1337.77
2011-05-27,down,0,Mon,5,True,True,0.0,Mon,0.0,False,False,32.64,1333.27
2011-06-03,up,1,Tue,4,False,False,,,,False,False,31.94,1331.1
2011-06-03,down,2,Wed,3,True,False,3.0,Thu,1.0,True,True,31.94,1331.1
2011-06-10,down,0,Mon,5,True,False,2.0,Wed,2.0,True,False,33.03,1300.16
2011-06-17,up,1,Tue,4,True,True,1.0,Tue,0.0,False,False,32.96,1270.98
2011-06-17,down,3,Thu,2,False,False,,,,False,False,32.96,1270.98
2011-06-24,up,1,Tue,4,True,True,1.0,Tue,0.0,True,False,33.06,1271.5
2011-07-01,up,0,Mon,5,True,False,1.0,Tue,1.0,True,True,33.25,1268.45
2011-07-08,up,3,Thu,2,False,False,,,,False,False,36.13,1339.67
2011-07-15,down,0,Mon,5,True,True,0.0,Mon,0.0,True,True,35.37,1343.8
2011-07-22,up,2,Wed,3,True,False,3.0,Thu,1.0,True,False,35.51,1316.14
2011-07-22,down,0,Mon,5,False,False,,,,False,False,35.51,1316.14
2011-07-29,down,1,Tue,4,True,False,2.0,Wed,1.0,True,True,36.62,1345.02
2011-08-05,up,0,Mon,5,False,False,,,,False,False,38.45,1292.28
2011-08-05,down,0,Mon,5,True,False,1.0,Tue,1.0,True,True,38.45,1292.28
2011-08-12,down,0,Mon,5,True,True,0.0,Mon,0.0,True,True,45.65,1199.38
2011-08-19,up,0,Mon,5,False,False,,,,False,False,49.38,1178.81
2011-08-19,down,3,Thu,2,True,True,3.0,Thu,0.0,True,True,49.38,1178.81
2011-08-26,up,0,Mon,5,True,False,1.0,Tue,1.0,True,True,52.02,1123.53
2011-09-02,up,0,Mon,5,True,True,0.0,Mon,0.0,True,True,53.28,1176.8
2011-09-09,up,2,Wed,3,False,False,,,,False,False,53.77,1173.97
2011-09-09,down,1,Tue,4,True,True,1.0,Tue,0.0,False,False,53.77,1173.97
2011-09-16,up,1,Tue,4,True,False,2.0,Wed,1.0,True,True,54.52,1154.23
2011-09-23,down,0,Mon,5,True,False,2.0,Wed,2.0,True,True,56.62,1216.01
2011-09-30,up,0,Mon,5,True,False,1.0,Tue,1.0,True,False,60.16,1136.43
2011-10-07,up,3,Thu,2,True,False,4.0,Fri,1.0,False,False,60.49,1131.42
2011-10-07,down,0,Mon,5,True,False,1.0,Tue,1.0,True,False,60.49,1131.42
2011-10-14,up,0,Mon,5,True,True,0.0,Mon,0.0,True,True,63.07,1155.46
2011-10-21,down,0,Mon,5,False,False,,,,False,False,63.51,1224.58
2011-10-28,up,3,Thu,2,True,True,3.0,Thu,0.0,True,False,62.37,1238.25
2011-11-04,down,0,Mon,5,True,False,1.0,Tue,1.0,True,True,63.03,1285.09
2011-11-11,up,1,Tue,4,False,False,,,,False,False,63.5,1253.23
2011-11-11,down,2,Wed,3,False,False,,,,False,False,63.5,1253.23
2011-11-18,down,2,Wed,3,True,False,3.0,Thu,1.0,True,False,62.6,1263.85
2011-11-25,down,0,Mon,4,True,False,2.0,Wed,2.0,True,False,62.05,1215.65
2011-12-02,up,0,Mon,5,True,True,0.0,Mon,0.0,True,True,61.69,1158.67
2011-12-16,down,0,Mon,5,True,False,2.0,Wed,2.0,False,False,62.46,1255.19
2011-12-23,up,2,Wed,3,True,False,4.0,Fri,2.0,False,False,61.26,1219.66
2012-01-06,up,1,Tue,4,False,False,,,,False,False,58.48,1257.6
2012-01-20,up,3,Thu,2,False,False,,,,False,False,53.81,1289.09
2012-02-03,up,4,Fri,1,False,False,,,,False,False,50.11,1316.33
2012-02-17,up,4,Fri,1,False,False,,,,False,False,47.49,1342.64
2012-03-09,down,1,Tue,4,True,True,1.0,Tue,0.0,False,False,42.17,1369.63
2012-03-16,up,1,Tue,4,True,False,2.0,Wed,1.0,True,False,41.64,1370.87
2012-03-23,down,4,Fri,1,False,False,,,,False,False,41.47,1404.17
2012-03-30,up,0,Mon,5,False,False,,,,False,False,40.44,1397.11
2012-04-06,down,3,Thu,1,False,False,,,,False,False,39.52,1408.47
2012-04-13,down,0,Mon,5,True,False,1.0,Tue,1.0,True,True,38.81,1398.08
2012-04-20,up,1,Tue,4,False,False,,,,False,False,38.94,1370.26
2012-04-27,up,3,Thu,2,True,True,3.0,Thu,0.0,False,False,38.11,1378.53
2012-04-27,down,0,Mon,5,False,False,,,,False,False,38.11,1378.53
2012-05-04,down,4,Fri,1,True,True,4.0,Fri,0.0,True,False,38.81,1403.36
2012-05-11,down,1,Tue,4,True,False,2.0,Wed,1.0,False,False,39.42,1369.1
2012-05-18,down,0,Mon,5,True,False,1.0,Tue,1.0,True,True,38.8,1353.39
2012-05-25,up,0,Mon,5,True,False,1.0,Tue,1.0,True,False,40.42,1295.22
2012-06-01,up,1,Tue,4,False,False,,,,False,False,39.91,1317.82
2012-06-01,down,3,Thu,2,True,False,4.0,Fri,1.0,True,True,39.91,1317.82
2012-06-08,up,2,Wed,3,True,True,2.0,Wed,0.0,True,True,41.18,1278.04
2012-06-15,up,4,Fri,1,False,False,,,,False,False,42.69,1325.66
2012-06-15,down,0,Mon,5,False,False,,,,False,False,42.69,1325.66
2012-06-22,up,1,Tue,4,False,False,,,,False,False,42.26,1342.84
2012-06-22,down,3,Thu,2,False,False,,,,False,False,42.26,1342.84
2012-06-29,up,4,Fri,1,True,True,4.0,Fri,0.0,False,False,42.03,1335.02
2012-06-29,down,0,Mon,5,False,False,,,,False,False,42.03,1335.02
2012-07-13,down,1,Tue,4,True,False,3.0,Thu,2.0,False,False,41.66,1354.68
2012-07-20,up,2,Wed,3,False,False,,,,False,False,41.27,1356.78
2012-07-27,up,4,Fri,1,True,True,4.0,Fri,0.0,False,False,40.84,1362.66
2012-07-27,down,0,Mon,5,True,False,1.0,Tue,1.0,True,False,40.84,1362.66
2012-08-03,down,3,Thu,2,True,True,3.0,Thu,0.0,False,False,42.21,1385.97
2012-08-10,up,1,Tue,4,False,False,,,,False,False,42.01,1390.99
2012-08-24,down,3,Thu,2,False,False,,,,False,False,38.83,1418.16
2012-09-07,up,3,Thu,2,True,True,3.0,Thu,0.0,True,False,36.75,1406.58
2012-09-14,up,3,Thu,2,True,True,3.0,Thu,0.0,True,False,37.07,1437.92
2012-09-21,down,3,Thu,2,False,False,,,,False,False,37.68,1465.77
2012-09-28,down,1,Tue,4,True,False,2.0,Wed,1.0,True,False,36.21,1460.15
2012-10-05,up,0,Mon,5,True,False,3.0,Thu,3.0,True,False,35.96,1440.67
2012-10-12,down,1,Tue,4,True,False,2.0,Wed,1.0,True,False,35.67,1460.93
2012-10-19,up,1,Tue,4,True,True,1.0,Tue,0.0,True,False,35.65,1428.59
2012-10-26,down,1,Tue,4,True,True,1.0,Tue,0.0,True,False,35.73,1433.19
2012-11-02,up,3,Thu,2,True,False,4.0,Fri,1.0,False,False,35.48,1411.94
2012-11-09,up,1,Tue,4,False,False,,,,False,False,34.97,1414.2
2012-11-09,down,2,Wed,3,True,True,2.0,Wed,0.0,True,True,34.97,1414.2
2012-11-16,down,2,Wed,3,True,True,2.0,Wed,0.0,True,False,36.78,1379.85
2012-11-23,up,0,Mon,4,True,True,0.0,Mon,0.0,True,True,37.4,1359.88
2012-11-30,down,2,Wed,3,True,True,2.0,Wed,0.0,False,False,38.25,1409.15
2012-12-07,down,2,Wed,3,False,False,,,,False,False,37.97,1416.18
2012-12-14,up,1,Tue,4,False,False,,,,False,False,37.07,1418.07
2012-12-21,up,0,Mon,5,True,False,1.0,Tue,1.0,True,False,36.33,1413.58
2012-12-28,down,3,Thu,2,True,True,3.0,Thu,0.0,True,False,36.2,1430.15
2013-01-04,up,0,Mon,4,True,True,0.0,Mon,0.0,True,True,35.66,1402.43
2013-01-11,down,1,Tue,4,False,False,,,,False,False,38.1,1466.47
2013-01-25,up,3,Thu,2,False,False,,,,False,False,35.84,1485.98
2013-02-08,down,0,Mon,5,False,False,,,,False,False,33.66,1513.17
2013-02-22,down,3,Thu,2,True,True,3.0,Thu,0.0,False,False,31.36,1519.79
2013-03-01,down,0,Mon,5,True,True,0.0,Mon,0.0,True,False,31.52,1515.6
2013-03-08,up,1,Tue,4,True,True,1.0,Tue,0.0,True,True,32.19,1518.2
2013-03-22,down,0,Mon,5,True,False,1.0,Tue,1.0,False,False,31.58,1560.7
2013-03-29,up,3,Thu,1,False,False,,,,False,False,30.97,1556.89
