week_end,direction,open_dow,open_dow_name,remaining_sessions,completes,same_day_complete,comp_dow,comp_dow_name,days_to_complete,cont_786,cont_100,atr_14,pwc
2002-05-03,up,3,Thu,2,False,False,,,,False,False,37.68,1076.32
2002-05-10,up,2,Wed,3,False,False,,,,False,False,36.98,1073.43
2002-05-10,down,0,Mon,5,True,False,1.0,Tue,1.0,False,False,36.98,1073.43
2002-05-17,up,0,Mon,5,True,False,1.0,Tue,1.0,True,True,37.2,1054.99
2002-05-24,down,0,Mon,5,True,False,1.0,Tue,1.0,True,False,38.3,1106.59
2002-05-31,down,2,Wed,3,True,False,3.0,Thu,1.0,False,False,37.78,1083.82
2002-06-07,down,0,Mon,5,True,True,0.0,Mon,0.0,True,True,37.35,1067.14
2002-06-14,down,2,Wed,3,True,True,2.0,Wed,0.0,True,True,38.84,1027.53
2002-06-21,up,0,Mon,5,True,True,0.0,Mon,0.0,True,False,40.17,1007.27
2002-06-21,down,4,Fri,1,False,False,,,,False,False,40.17,1007.27
2002-06-28,up,1,Tue,4,False,False,,,,False,False,41.24,989.14
2002-06-28,down,0,Mon,5,True,False,2.0,Wed,2.0,True,False,41.24,989.14
2002-07-05,down,0,Mon,4,True,False,1.0,Tue,1.0,True,True,42.08,989.82
2002-07-12,down,1,Tue,4,True,True,1.0,Tue,0.0,True,True,43.33,989.03
2002-07-19,down,0,Mon,5,True,True,0.0,Mon,0.0,True,True,46.85,921.39
2002-07-26,down,0,Mon,5,True,True,0.0,Mon,0.0,True,True,49.53,847.75
2002-08-02,up,0,Mon,5,True,True,0.0,Mon,0.0,True,True,51.6,852.84
2002-08-09,up,3,Thu,2,True,True,3.0,Thu,0.0,True,False,52.11,864.24
2002-08-09,down,0,Mon,5,False,False,,,,False,False,52.11,864.24
2002-08-16,up,3,Thu,2,False,False,,,,False,False,54.14,908.64
2002-08-16,down,1,Tue,4,False,False,,,,False,False,54.14,908.64
2002-08-23,up,0,Mon,5,True,False,3.0,Thu,3.0,False,False,54.5,928.77
2002-08-30,down,2,Wed,3,True,False,3.0,Thu,1.0,False,False,53.31,940.86
2002-09-06,down,1,Tue,4,True,True,1.0,Tue,0.0,True,False,53.25,916.07
2002-09-13,up,2,Wed,3,False,False,,,,False,False,52.7,893.92
2002-09-20,down,2,Wed,3,True,True,2.0,Wed,0.0,True,False,52.29,889.81
2002-09-27,down,1,Tue,4,False,False,,,,False,False,53.1,845.39
2002-10-04,up,1,Tue,4,False,False,,,,False,False,52.11,827.37
2002-10-04,down,0,Mon,5,True,False,4.0,Fri,4.0,False,False,52.11,827.37
2002-10-11,up,4,Fri,1,True,True,4.0,Fri,0.0,True,False,52.52,800.58
2002-10-11,down,1,Tue,4,False,False,,,,False,False,52.52,800.58
2002-10-18,up,1,Tue,4,True,True,1.0,Tue,0.0,True,False,54.1,835.32
2002-11-01,down,1,Tue,4,False,False,,,,False,False,52.65,897.65
2002-11-08,up,0,Mon,5,False,False,,,,False,False,51.71,900.96
2002-11-15,down,0,Mon,5,False,False,,,,False,False,50.45,894.74
2002-11-22,up,3,Thu,2,False,False,,,,False,False,49.57,909.83
2002-12-06,down,2,Wed,3,True,False,3.0,Thu,1.0,True,False,47.79,936.31
2002-12-13,down,0,Mon,5,False,False,,,,False,False,48.55,912.23
2002-12-20,up,0,Mon,5,False,False,,,,False,False,46.78,889.48
2002-12-27,down,4,Fri,1,False,False,,,,False,False,45.64,895.76
2003-01-03,up,3,Thu,2,True,True,3.0,Thu,0.0,True,False,44.54,875.4
2003-01-10,up,0,Mon,5,False,False,,,,False,False,44.35,908.59
2003-01-17,down,4,Fri,1,True,True,4.0,Fri,0.0,False,False,42.93,927.57
2003-01-24,down,2,Wed,3,True,False,4.0,Fri,2.0,True,False,42.44,901.78
2003-01-31,down,0,Mon,5,False,False,,,,False,False,42.72,861.4
2003-02-07,down,3,Thu,2,True,False,4.0,Fri,1.0,False,False,41.69,855.7
2003-02-14,down,3,Thu,2,False,False,,,,False,False,41.42,829.69
2003-02-21,up,1,Tue,4,False,False,,,,False,False,41.09,834.89
2003-02-28,down,0,Mon,5,True,False,1.0,Tue,1.0,False,False,39.68,848.17
2003-03-07,down,1,Tue,4,True,False,4.0,Fri,3.0,False,False,38.96,841.15
2003-03-14,down,0,Mon,5,True,False,1.0,Tue,1.0,True,True,39.12,828.89
2003-03-21,up,0,Mon,5,True,True,0.0,Mon,0.0,True,True,40.07,833.27
2003-03-28,down,0,Mon,5,True,True,0.0,Mon,0.0,True,False,42.12,895.79
2003-04-04,up,2,Wed,3,False,False,,,,False,False,41.8,863.5
2003-04-04,down,0,Mon,5,False,False,,,,False,False,41.8,863.5
2003-04-11,up,0,Mon,5,True,True,0.0,Mon,0.0,False,False,41.83,878.85
2003-04-11,down,3,Thu,2,False,False,,,,False,False,41.83,878.85
2003-04-18,up,0,Mon,4,True,False,2.0,Wed,2.0,False,False,41.85,868.3
2003-04-25,up,1,Tue,4,True,False,2.0,Wed,1.0,False,False,40.9,893.58
2003-05-02,up,0,Mon,5,True,False,1.0,Tue,1.0,True,False,40.34,898.81
2003-05-16,up,3,Thu,2,False,False,,,,False,False,38.31,933.41
2003-05-23,down,0,Mon,5,True,True,0.0,Mon,0.0,True,False,36.95,944.3
2003-05-30,up,1,Tue,4,True,False,2.0,Wed,1.0,True,False,36.62,933.22
2003-06-06,up,0,Mon,5,True,False,2.0,Wed,2.0,True,True,36.72,963.59
2003-06-13,up,3,Thu,2,False,False,,,,False,False,37.25,987.76
2003-06-13,down,0,Mon,5,False,False,,,,False,False,37.25,987.76
2003-06-20,up,0,Mon,5,True,False,1.0,Tue,1.0,False,False,36.74,988.61
2003-06-27,down,0,Mon,5,False,False,,,,False,False,36.02,995.69
2003-07-04,up,2,Wed,2,False,False,,,,False,False,35.01,976.22
2003-07-04,down,1,Tue,3,False,False,,,,False,False,35.01,976.22
2003-07-11,up,0,Mon,5,True,False,1.0,Tue,1.0,False,False,34.86,985.7
2003-07-18,up,0,Mon,5,False,False,,,,False,False,34.29,998.14
2003-07-18,down,3,Thu,2,False,False,,,,False,False,34.29,998.14
2003-07-25,down,0,Mon,5,False,False,,,,False,False,34.47,993.32
2003-08-01,down,1,Tue,4,False,False,,,,False,False,33.67,998.68
2003-08-08,down,0,Mon,5,False,False,,,,False,False,33.1,980.15
2003-08-15,up,1,Tue,4,False,False,,,,False,False,32.52,977.59
2003-08-22,up,1,Tue,4,True,False,4.0,Fri,3.0,False,False,31.5,990.67
2003-08-29,up,4,Fri,1,False,False,,,,False,False,30.7,993.06
2003-09-05,up,1,Tue,4,True,False,2.0,Wed,1.0,False,False,30.31,1008.01
2003-09-12,down,2,Wed,3,False,False,,,,False,False,29.84,1021.39
2003-09-19,up,2,Wed,3,True,False,3.0,Thu,1.0,False,False,29.47,1018.63
2003-09-26,down,0,Mon,5,True,False,2.0,Wed,2.0,True,True,29.27,1036.3
2003-10-03,up,2,Wed,3,True,True,2.0,Wed,0.0,True,True,30.06,996.85
2003-10-10,up,3,Thu,2,False,False,,,,False,False,31.41,1029.85
2003-10-17,up,2,Wed,3,False,False,,,,False,False,30.74,1038.06
2003-10-24,down,3,Thu,2,True,False,4.0,Fri,1.0,False,False,29.77,1039.32
2003-10-31,up,1,Tue,4,True,False,2.0,Wed,1.0,True,False,29.81,1028.91
2003-11-07,up,4,Fri,1,False,False,,,,False,False,29.41,1050.71
2003-11-21,down,0,Mon,5,True,False,4.0,Fri,4.0,False,False,27.96,1050.35
2003-11-28,up,0,Mon,4,True,False,1.0,Tue,1.0,True,False,27.33,1035.28
2003-12-05,up,0,Mon,5,False,False,,,,False,False,27.19,1058.2
2003-12-12,up,1,Tue,4,False,False,,,,False,False,26.4,1061.5
2003-12-19,up,3,Thu,2,True,False,4.0,Fri,1.0,False,False,26.04,1074.14
2004-01-02,up,0,Mon,4,True,False,2.0,Wed,2.0,True,False,24.86,1095.89
2004-01-09,up,0,Mon,5,True,False,1.0,Tue,1.0,True,False,24.72,1108.48
2004-01-16,up,3,Thu,2,True,True,3.0,Thu,0.0,False,False,24.63,1121.86
2004-01-23,up,3,Thu,2,False,False,,,,False,False,24.63,1139.83
2004-01-30,up,0,Mon,5,False,False,,,,False,False,24.01,1141.55
2004-01-30,down,2,Wed,3,True,True,2.0,Wed,0.0,True,False,24.01,1141.55
2004-02-06,up,0,Mon,5,False,False,,,,False,False,24.65,1131.13
2004-02-13,up,2,Wed,3,True,True,2.0,Wed,0.0,False,False,24.2,1142.76
2004-02-20,up,1,Tue,4,False,False,,,,False,False,23.91,1145.81
2004-02-27,down,1,Tue,4,False,False,,,,False,False,23.63,1144.11
2004-03-05,up,0,Mon,5,True,False,4.0,Fri,4.0,True,False,23.18,1144.94
2004-03-12,down,0,Mon,5,True,False,1.0,Tue,1.0,True,True,22.91,1156.86
2004-03-19,down,0,Mon,5,True,True,0.0,Mon,0.0,False,False,25.14,1120.57
2004-03-26,down,0,Mon,5,True,True,0.0,Mon,0.0,True,False,24.99,1109.78
2004-04-02,up,0,Mon,5,True,True,0.0,Mon,0.0,True,True,25.22,1108.06
2004-04-16,down,1,Tue,4,True,False,2.0,Wed,1.0,False,False,25.33,1139.32
2004-04-23,down,1,Tue,4,True,True,1.0,Tue,0.0,False,False,25.46,1134.61
2004-04-30,down,2,Wed,3,True,True,2.0,Wed,0.0,True,True,25.55,1140.6
2004-05-07,up,0,Mon,5,True,False,1.0,Tue,1.0,False,False,26.55,1107.3
2004-05-14,down,0,Mon,5,True,True,0.0,Mon,0.0,True,False,26.74,1098.7
2004-05-21,up,2,Wed,3,False,False,,,,False,False,26.72,1095.7
2004-05-21,down,0,Mon,5,False,False,,,,False,False,26.72,1095.7
2004-05-28,up,1,Tue,4,True,True,1.0,Tue,0.0,True,True,26.7,1093.56
2004-06-11,up,0,Mon,4,True,True,0.0,Mon,0.0,False,False,26.36,1122.5
2004-06-18,down,0,Mon,5,False,False,,,,False,False,25.88,1136.47
2004-06-25,up,2,Wed,3,False,False,,,,False,False,25.24,1135.02
2004-06-25,down,1,Tue,4,False,False,,,,False,False,25.24,1135.02
2004-07-02,up,2,Wed,3,False,False,,,,False,False,25.01,1134.43
2004-07-02,down,3,Thu,2,False,False,,,,False,False,25.01,1134.43
2004-07-09,down,1,Tue,4,True,False,3.0,Thu,2.0,False,False,24.73,1125.38
2004-07-16,down,4,Fri,1,False,False,,,,False,False,24.16,1112.81
2004-07-23,up,2,Wed,3,True,True,2.0,Wed,0.0,False,False,23.76,1101.39
2004-07-23,down,3,Thu,2,True,True,3.0,Thu,0.0,False,False,23.76,1101.39
2004-07-30,up,1,Tue,4,True,False,3.0,Thu,2.0,False,False,24.4,1086.2
2004-08-06,down,3,Thu,2,True,True,3.0,Thu,0.0,True,True,24.44,1101.72
2004-08-13,up,1,Tue,4,False,False,,,,False,False,26.01,1063.97
2004-08-20,up,0,Mon,5,True,True,0.0,Mon,0.0,True,True,25.46,1064.8
2004-08-27,up,4,Fri,1,False,False,,,,False,False,26.17,1098.35
2004-09-03,up,3,Thu,2,False,False,,,,False,False,25.51,1107.77
2004-09-03,down,1,Tue,4,False,False,,,,False,False,25.51,1107.77
2004-09-10,up,1,Tue,4,False,False,,,,False,False,25.55,1113.63
2004-09-24,down,2,Wed,3,True,True,2.0,Wed,0.0,True,False,23.57,1128.55
2004-10-01,up,4,Fri,1,True,True,4.0,Fri,0.0,True,False,23.56,1110.11
2004-10-08,up,2,Wed,3,False,False,,,,False,False,24.05,1131.5
2004-10-08,down,4,Fri,1,False,False,,,,False,False,24.05,1131.5
2004-10-15,down,2,Wed,3,True,False,3.0,Thu,1.0,True,False,23.89,1122.14
2004-10-22,up,1,Tue,4,False,False,,,,False,False,23.97,1108.2
2004-10-22,down,2,Wed,3,False,False,,,,False,False,23.97,1108.2
2004-10-29,up,1,Tue,4,True,True,1.0,Tue,0.0,True,True,23.95,1095.74
2004-11-05,up,1,Tue,4,True,False,2.0,Wed,1.0,True,True,25.19,1130.2
2004-11-12,up,4,Fri,1,True,True,4.0,Fri,0.0,False,False,26.48,1166.17
2004-11-19,down,4,Fri,1,False,False,,,,False,False,26.15,1184.17
2004-11-26,up,2,Wed,2,True,False,4.0,Fri,1.0,False,False,25.66,1170.34
2004-12-03,up,3,Thu,2,False,False,,,,False,False,25.17,1182.65
2004-12-03,down,0,Mon,5,False,False,,,,False,False,25.17,1182.65
2004-12-10,down,1,Tue,4,True,False,3.0,Thu,2.0,False,False,25.16,1191.17
2004-12-17,up,0,Mon,5,True,False,1.0,Tue,1.0,True,False,24.7,1188.0
2004-12-24,up,0,Mon,4,True,False,2.0,Wed,2.0,True,False,24.36,1194.2
2005-01-07,down,0,Mon,5,True,False,1.0,Tue,1.0,True,True,23.24,1211.92
2005-01-14,down,2,Wed,3,False,False,,,,False,False,24.13,1186.19
2005-01-21,up,1,Tue,4,False,False,,,,False,False,23.78,1184.52
2005-01-21,down,3,Thu,2,True,False,4.0,Fri,1.0,False,False,23.78,1184.52
2005-01-28,up,3,Thu,2,False,False,,,,False,False,24.09,1167.87
2005-02-04,up,0,Mon,5,True,False,1.0,Tue,1.0,True,True,23.35,1171.36
2005-02-11,down,2,Wed,3,False,False,,,,False,False,23.98,1203.03
2005-02-25,up,4,Fri,1,False,False,,,,False,False,22.87,1201.59
2005-02-25,down,1,Tue,4,True,True,1.0,Tue,0.0,False,False,22.87,1201.59
2005-03-04,up,4,Fri,1,False,False,,,,False,False,23.24,1211.37
2005-03-04,down,0,Mon,5,False,False,,,,False,False,23.24,1211.37
2005-03-11,down,2,Wed,3,True,True,2.0,Wed,0.0,True,True,23.48,1222.12
2005-03-18,up,1,Tue,4,False,False,,,,False,False,24.01,1200.08
2005-03-18,down,2,Wed,3,True,False,4.0,Fri,2.0,False,False,24.01,1200.08
2005-03-25,down,0,Mon,4,True,False,1.0,Tue,1.0,True,False,24.28,1189.65
2005-04-01,up,2,Wed,3,True,False,4.0,Fri,2.0,False,False,24.04,1171.42
2005-04-08,up,1,Tue,4,True,False,2.0,Wed,1.0,False,False,24.19,1172.92
2005-04-15,down,1,Tue,4,True,False,3.0,Thu,2.0,True,True,24.19,1181.2
2005-04-22,up,1,Tue,4,True,False,3.0,Thu,2.0,False,False,25.91,1142.62
2005-04-29,up,0,Mon,5,False,False,,,,False,False,25.76,1152.12
2005-04-29,down,4,Fri,1,False,False,,,,False,False,25.76,1152.12
2005-05-06,up,1,Tue,4,True,False,2.0,Wed,1.0,True,False,25.75,1156.85
2005-05-13,down,2,Wed,3,True,False,4.0,Fri,2.0,True,False,25.61,1171.35
2005-05-20,up,0,Mon,5,True,False,1.0,Tue,1.0,True,True,26.12,1154.05
2005-06-10,up,1,Tue,4,False,False,,,,False,False,25.17,1196.02
2005-06-17,up,1,Tue,4,True,False,4.0,Fri,3.0,True,False,24.64,1198.11
2005-06-24,down,3,Thu,2,True,True,3.0,Thu,0.0,True,True,24.67,1216.96
2005-07-01,up,1,Tue,4,False,False,,,,False,False,24.92,1191.57
2005-07-08,up,1,Tue,4,True,False,4.0,Fri,3.0,False,False,24.27,1194.44
2005-07-08,down,3,Thu,2,False,False,,,,False,False,24.27,1194.44
2005-07-15,up,1,Tue,4,True,False,3.0,Thu,2.0,True,False,24.62,1211.86
2005-07-29,up,3,Thu,2,False,False,,,,False,False,23.74,1233.68
2005-08-05,up,1,Tue,4,False,False,,,,False,False,23.26,1234.18
2005-08-12,up,2,Wed,3,True,True,2.0,Wed,0.0,False,False,23.04,1226.42
2005-08-19,down,1,Tue,4,True,False,3.0,Thu,2.0,False,False,22.83,1230.39
2005-08-26,up,0,Mon,5,False,False,,,,False,False,22.65,1219.71
2005-08-26,down,2,Wed,3,True,False,4.0,Fri,2.0,False,False,22.65,1219.71
2005-09-02,up,0,Mon,5,True,False,2.0,Wed,2.0,True,False,22.8,1205.1
2005-09-09,up,1,Tue,4,True,True,1.0,Tue,0.0,True,True,23.04,1218.02
2005-09-16,down,1,Tue,4,True,False,2.0,Wed,1.0,False,False,23.19,1241.48
2005-09-23,down,0,Mon,5,True,False,1.0,Tue,1.0,True,True,22.8,1237.91
2005-09-30,up,3,Thu,2,False,False,,,,False,False,23.5,1215.29
2005-10-07,down,1,Tue,4,True,True,1.0,Tue,0.0,True,True,23.14,1228.81
2005-10-14,down,0,Mon,5,True,False,2.0,Wed,2.0,True,True,25.16,1195.9
2005-10-21,up,3,Thu,2,False,False,,,,False,False,25.38,1186.57
2005-10-21,down,2,Wed,3,True,True,2.0,Wed,0.0,False,False,25.38,1186.57
2005-10-28,up,0,Mon,5,True,True,0.0,Mon,0.0,True,False,25.48,1179.59
2005-11-04,up,0,Mon,5,True,False,2.0,Wed,2.0,True,True,25.46,1198.41
2005-11-11,up,3,Thu,2,False,False,,,,False,False,25.52,1220.14
2005-11-18,up,4,Fri,1,False,False,,,,False,False,25.17,1234.72
2005-11-25,up,1,Tue,3,True,False,2.0,Wed,1.0,True,False,25.02,1248.27
2005-12-02,down,0,Mon,5,True,False,2.0,Wed,2.0,False,False,24.93,1268.25
2005-12-09,down,2,Wed,3,False,False,,,,False,False,24.51,1265.08
2005-12-16,up,1,Tue,4,True,False,2.0,Wed,1.0,False,False,24.33,1259.37
2005-12-23,down,1,Tue,4,False,False,,,,False,False,24.04,1267.32
2005-12-30,down,1,Tue,4,True,False,3.0,Thu,2.0,True,False,23.28,1268.66
2006-01-06,up,1,Tue,4,True,True,1.0,Tue,0.0,True,True,23.42,1248.29
2006-01-13,up,2,Wed,3,False,False,,,,False,False,24.63,1285.45
2006-01-20,down,2,Wed,3,True,True,2.0,Wed,0.0,True,True,23.73,1287.61
2006-01-27,up,1,Tue,4,True,False,3.0,Thu,2.0,True,True,23.96,1261.49
2006-02-03,down,3,Thu,2,True,True,3.0,Thu,0.0,True,False,24.17,1283.72
2006-02-10,up,3,Thu,2,False,False,,,,False,False,24.37,1264.03
2006-02-10,down,1,Tue,4,False,False,,,,False,False,24.37,1264.03
2006-02-17,up,1,Tue,4,True,False,3.0,Thu,2.0,True,False,24.12,1266.99
2006-03-03,down,1,Tue,4,False,False,,,,False,False,23.78,1289.43
2006-03-10,down,0,Mon,5,True,False,1.0,Tue,1.0,True,False,23.43,1287.23
2006-03-17,up,1,Tue,4,True,True,1.0,Tue,0.0,True,True,23.17,1281.58
2006-03-24,down,1,Tue,4,False,False,,,,False,False,23.58,1307.25
2006-03-31,down,1,Tue,4,False,False,,,,False,False,22.97,1302.95
2006-04-07,up,0,Mon,5,True,True,0.0,Mon,0.0,True,False,22.64,1294.83
2006-04-14,down,1,Tue,3,False,False,,,,False,False,22.44,1295.5
2006-04-21,up,1,Tue,4,True,True,1.0,Tue,0.0,True,True,22.11,1289.12
2006-04-28,down,1,Tue,4,True,False,3.0,Thu,2.0,False,False,23.2,1311.28
2006-05-05,up,4,Fri,1,True,True,4.0,Fri,0.0,False,False,23.0,1310.61
2006-05-12,down,3,Thu,2,True,True,3.0,Thu,0.0,True,True,22.99,1325.76
2006-05-19,down,2,Wed,3,True,True,2.0,Wed,0.0,True,True,23.94,1291.24
2006-05-26,up,4,Fri,1,False,False,,,,False,False,25.2,1267.03
2006-05-26,down,0,Mon,5,True,False,2.0,Wed,2.0,True,False,25.2,1267.03
2006-06-02,up,4,Fri,1,False,False,,,,False,False,25.92,1280.16
2006-06-02,down,1,Tue,4,True,True,1.0,Tue,0.0,True,False,25.92,1280.16
2006-06-09,down,0,Mon,5,True,True,0.0,Mon,0.0,True,True,26.3,1288.22
2006-06-16,down,0,Mon,5,True,False,1.0,Tue,1.0,True,True,28.21,1252.3
2006-06-23,down,0,Mon,5,False,False,,,,False,False,29.01,1251.54
2006-06-30,up,3,Thu,2,True,True,3.0,Thu,0.0,True,True,28.42,1244.5
2006-07-14,down,3,Thu,2,True,True,3.0,Thu,0.0,True,True,28.31,1265.48
2006-07-21,up,2,Wed,3,True,True,2.0,Wed,0.0,True,False,29.54,1236.2
2006-07-21,down,1,Tue,4,False,False,,,,False,False,29.54,1236.2
2006-07-28,up,0,Mon,5,True,True,0.0,Mon,0.0,True,True,30.15,1240.29
2006-08-04,up,4,Fri,1,False,False,,,,False,False,30.86,1278.55
2006-08-04,down,1,Tue,4,False,False,,,,False,False,30.86,1278.55
2006-08-11,down,2,Wed,3,False,False,,,,False,False,30.6,1279.36
2006-08-18,up,0,Mon,5,True,False,1.0,Tue,1.0,True,True,30.02,1266.74
2006-08-25,down,2,Wed,3,False,False,,,,False,False,30.42,1302.3
2006-09-01,up,2,Wed,3,False,False,,,,False,False,29.18,1295.09
2006-09-08,down,2,Wed,3,True,False,3.0,Thu,1.0,False,False,28.38,1311.01
2006-09-15,up,1,Tue,4,True,False,2.0,Wed,1.0,True,False,27.96,1298.92
2006-09-29,up,0,Mon,5,True,False,1.0,Tue,1.0,True,False,27.6,1314.78
2006-10-06,up,2,Wed,3,True,False,3.0,Thu,1.0,False,False,27.68,1335.85
2006-10-13,up,3,Thu,2,False,False,,,,False,False,27.61,1349.58
2006-10-27,up,2,Wed,3,True,False,3.0,Thu,1.0,True,False,26.48,1368.6
2006-11-03,down,2,Wed,3,True,False,4.0,Fri,2.0,False,False,26.41,1377.34
2006-11-10,up,0,Mon,5,True,True,0.0,Mon,0.0,True,False,26.02,1364.3
2006-11-17,up,1,Tue,4,True,False,2.0,Wed,1.0,True,False,25.92,1380.9
2006-12-01,down,0,Mon,5,True,True,0.0,Mon,0.0,True,False,24.73,1400.95
2006-12-08,up,0,Mon,5,True,False,1.0,Tue,1.0,True,False,24.99,1396.71
2006-12-15,up,3,Thu,2,True,True,3.0,Thu,0.0,True,False,24.75,1409.84
2006-12-22,down,1,Tue,4,True,False,4.0,Fri,3.0,False,False,24.9,1427.09
2006-12-29,up,2,Wed,3,True,True,2.0,Wed,0.0,False,False,24.66,1410.76
2007-01-05,up,2,Wed,3,False,False,,,,False,False,24.13,1418.3
2007-01-05,down,2,Wed,3,False,False,,,,False,False,24.13,1418.3
2007-01-12,up,3,Thu,2,True,True,3.0,Thu,0.0,True,False,24.1,1409.71
2007-01-26,up,2,Wed,3,False,False,,,,False,False,23.38,1430.5
2007-01-26,down,0,Mon,5,False,False,,,,False,False,23.38,1430.5
2007-02-02,up,2,Wed,3,True,True,2.0,Wed,0.0,True,True,23.4,1422.18
2007-02-09,down,4,Fri,1,True,True,4.0,Fri,0.0,False,False,23.94,1448.39
2007-02-16,up,2,Wed,3,True,True,2.0,Wed,0.0,True,False,23.62,1438.06
2007-03-02,down,1,Tue,4,True,True,1.0,Tue,0.0,True,True,23.07,1451.19
2007-03-09,up,1,Tue,4,True,False,3.0,Thu,2.0,True,False,26.86,1387.17
2007-03-09,down,0,Mon,5,False,False,,,,False,False,26.86,1387.17
